,GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
6429,3300048829 assembled Ga0498908_69289_51_329,,HSP20 family protein,Ga0498908_69289,279,32,9.002385336723461e-09,17.0,0,0.0,0.0
6534,3300048829 assembled Ga0498908_16351_109_540,,HSP20 family protein,Ga0498908_16351,432,881,1.6006780334066e-07,200.0,5,9.08443832807381e-10,0.0
6651,3300048829 assembled Ga0498908_72620_3_305,,HSP20 family protein,Ga0498908_72620,303,12,3.1084969170121902e-09,6.0,0,0.0,0.0
7613,3300048829 assembled Ga0498908_24302_32_472,,HSP20 family protein,Ga0498908_24302,441,24,4.2715399812004205e-09,6.0,0,0.0,0.0
8992,3300048829 assembled Ga0498908_31549_2_409,,HSP20 family protein,Ga0498908_31549,408,60,1.15425804639055e-08,21.0,0,0.0,0.0
9061,3300048829 assembled Ga0498908_59977_3_350,,HSP20 family protein,Ga0498908_59977,348,6,1.3532680543889302e-09,2.0,0,0.0,0.0
9198,3300048829 assembled Ga0498908_46823_2_205,,HSP20 family protein,Ga0498908_46823,204,6,2.3085160927811102e-09,3.0,0,0.0,0.0
9593,3300048829 assembled Ga0498908_67508_155_307,,HSP20 family protein,Ga0498908_67508,153,12,6.15604291408296e-09,8.0,0,0.0,0.0
10153,3300048829 assembled Ga0498908_28995_17_418,,HSP20 family protein,Ga0498908_28995,402,332,6.48222130729183e-08,123.0,0,0.0,0.0
10183,3300048829 assembled Ga0498908_18100_19_504,,HSP20 family protein,Ga0498908_18100,486,453,7.31600100020877e-08,93.0,4,6.460045033296931e-10,0.0
10261,3300048829 assembled Ga0498908_52954_150_371,,HSP20 family protein,Ga0498908_52954,222,18,6.36401733685603e-09,11.0,0,0.0,0.0
10881,3300048829 assembled Ga0498908_32791_1_435,,HSP20 family protein,Ga0498908_32791,435,12,2.1652288870222803e-09,4.0,0,0.0,0.0
11185,3300048829 assembled Ga0498908_66856_2_334,,HSP20 family protein,Ga0498908_66856,333,12,2.82845214971379e-09,5.0,0,0.0,0.0
11352,3300048829 assembled Ga0498908_27805_15_458,,HSP20 family protein,Ga0498908_27805,444,308,5.44477038819905e-08,81.0,0,0.0,0.0
11933,3300048829 assembled Ga0498908_00502_94_603,,HSP20 family protein,Ga0498908_00502,510,2611,4.01835701216765e-07,675.5,2,3.07802145704148e-10,0.0
12237,3300048829 assembled Ga0498908_11474_347_724,,HSP20 family protein,Ga0498908_11474,378,21,4.36053039747543e-09,7.0,0,0.0,0.0
12457,3300048829 assembled Ga0498908_26249_1_498,,HSP20 family protein,Ga0498908_26249,498,18,2.83697158389968e-09,5.0,0,0.0,0.0
12526,3300048829 assembled Ga0498908_24209_83_520,,HSP20 family protein,Ga0498908_24209,438,30,5.37599638044916e-09,6.0,0,0.0,0.0
12733,3300048829 assembled Ga0498908_44360_2_400,,HSP20 family protein,Ga0498908_44360,399,18,3.5408818265214e-09,3.0,0,0.0,0.0
13078,3300048829 assembled Ga0498908_07895_400_819,,HSP20 family protein,Ga0498908_07895,420,1283,2.39766878569756e-07,348.0,14,2.61631823848526e-09,2.0
13635,3300048829 assembled Ga0498908_18265_148_591,,HSP20 family protein,Ga0498908_18265,444,111,1.96223867886394e-08,33.0,0,0.0,0.0
14412,3300048829 assembled Ga0498908_37342_1_402,,HSP20 family protein,Ga0498908_37342,402,82,1.60103056384919e-08,31.0,0,0.0,0.0
14450,3300048829 assembled Ga0498908_51587_176_373,,HSP20 family protein,Ga0498908_51587,198,4,1.5856474172637902e-09,1.0,0,0.0,0.0
14814,3300048829 assembled Ga0498908_24606_57_512,,HSP20 family protein,Ga0498908_24606,456,20,3.44252399800692e-09,5.0,0,0.0,0.0
14913,3300048829 assembled Ga0498908_73632_26_319,,HSP20 family protein,Ga0498908_73632,294,44,1.17467349483012e-08,19.0,0,0.0,0.0
14948,3300048829 assembled Ga0498908_31732_3_179,,HSP20 family protein,Ga0498908_31732,177,82,3.63623890772527e-08,60.0,0,0.0,0.0
14958,3300048829 assembled Ga0498908_16780_2_454,,HSP20 family protein,Ga0498908_16780,453,22,3.81185438719706e-09,5.0,0,0.0,0.0
14991,3300048829 assembled Ga0498908_72633_5_322,,HSP20 family protein,Ga0498908_72633,318,4,9.87289901315191e-10,2.0,0,0.0,0.0
15544,3300048829 assembled Ga0498908_42955_145_405,,HSP20 family protein,Ga0498908_42955,261,15,4.51089351462975e-09,5.0,0,0.0,0.0
16153,3300048829 assembled Ga0498908_28762_1_474,,HSP20 family protein,Ga0498908_28762,474,48,7.948308572613441e-09,15.0,0,0.0,0.0
16172,3300048829 assembled Ga0498908_12002_141_572,,HSP20 family protein,Ga0498908_12002,432,118,2.14392744542542e-08,37.0,0,0.0,0.0
16563,3300048829 assembled Ga0498908_35076_3_437,,HSP20 family protein,Ga0498908_35076,435,24,4.3304577740445606e-09,9.0,0,0.0,0.0
16813,3300048829 assembled Ga0498908_16893_14_403,,HSP20 family protein,Ga0498908_16893,390,13,2.61631823848526e-09,4.0,0,0.0,0.0
16882,3300048829 assembled Ga0498908_25386_57_503,,HSP20 family protein,Ga0498908_25386,447,114,2.00174684018335e-08,37.0,0,0.0,0.0
19332,3300048829 assembled Ga0498908_13258_296_670,,HSP20 family protein,Ga0498908_13258,375,28,5.86055285420697e-09,8.0,1,2.09305459078821e-10,0.0
19533,3300048829 assembled Ga0498908_68487_59_331,,HSP20 family protein,Ga0498908_68487,273,6,1.72504499240786e-09,2.0,0,0.0,0.0
19553,3300048829 assembled Ga0498908_25188_16_498,,HSP20 family protein,Ga0498908_25188,483,68,1.10502882122359e-08,19.0,0,0.0,0.0
19734,3300048829 assembled Ga0498908_69653_3_329,,HSP20 family protein,Ga0498908_69653,327,10,2.4002919619130804e-09,5.0,0,0.0,0.0
19851,3300048829 assembled Ga0498908_40074_23_415,,HSP20 family protein,Ga0498908_40074,393,16,3.1955031920430603e-09,6.0,0,0.0,0.0
20621,3300048829 assembled Ga0498908_30948_35_451,,HSP20 family protein,Ga0498908_30948,417,234,4.40444940867302e-08,90.0,0,0.0,0.0
20717,3300048829 assembled Ga0498908_22929_172_534,,HSP20 family protein,Ga0498908_22929,363,372,8.0435568984836e-08,144.0,0,0.0,0.0
21157,3300048829 assembled Ga0498908_23519_77_511,,HSP20 family protein,Ga0498908_23519,435,25,4.51089351462975e-09,8.0,0,0.0,0.0
21176,3300048829 assembled Ga0498908_20496_223_561,,HSP20 family protein,Ga0498908_20496,339,15,3.47298881214857e-09,5.0,0,0.0,0.0
21913,3300048829 assembled Ga0498908_36414_1_138,,HSP20 family protein,Ga0498908_36414,138,10,5.6876483445331706e-09,4.0,0,0.0,0.0
22138,3300048829 assembled Ga0498908_70258_39_329,,HSP20 family protein,Ga0498908_70258,291,4,1.07889411896299e-09,2.0,0,0.0,0.0
22248,3300048829 assembled Ga0498908_63801_3_341,,HSP20 family protein,Ga0498908_63801,339,8,1.8522606998125702e-09,2.0,0,0.0,0.0
24163,3300048829 assembled Ga0498908_15298_139_627,,HSP20 family protein,Ga0498908_15298,489,2373,3.80890992633467e-07,587.0,4,6.42041285517854e-10,0.0
24363,3300048829 assembled Ga0498908_04209_183_1043,,HSP20 family protein,Ga0498908_04209,861,5050,4.60362616876326e-07,788.0,4,3.64643656931743e-10,0.0
24970,3300048829 assembled Ga0498908_34158_1_213,,HSP20 family protein,Ga0498908_34158,213,12,4.4219463185666306e-09,7.0,0,0.0,0.0
25844,3300048829 assembled Ga0498908_34321_272_445,,HSP20 family protein,Ga0498908_34321,174,13,5.86416156901868e-09,7.0,0,0.0,0.0
25863,3300048829 assembled Ga0498908_41031_3_398,,HSP20 family protein,Ga0498908_41031,396,79,1.56582682454799e-08,29.0,0,0.0,0.0
25907,3300048829 assembled Ga0498908_29825_23_466,,HSP20 family protein,Ga0498908_29825,444,25,4.4194564839278e-09,6.0,0,0.0,0.0
26770,3300048829 assembled Ga0498908_71739_2_286,,HSP20 family protein,Ga0498908_71739,285,6,1.6524115190433202e-09,3.0,0,0.0,0.0
27038,3300048829 assembled Ga0498908_66496_3_335,,HSP20 family protein,Ga0498908_66496,333,22,5.18549560780862e-09,8.0,0,0.0,0.0
27192,3300048829 assembled Ga0498908_24549_92_517,,HSP20 family protein,Ga0498908_24549,426,14,2.57946868583053e-09,4.0,0,0.0,0.0
27258,3300048829 assembled Ga0498908_28777_1_423,,HSP20 family protein,Ga0498908_28777,423,33,6.12329800496549e-09,12.0,0,0.0,0.0
27415,3300048829 assembled Ga0498908_56271_2_319,,HSP20 family protein,Ga0498908_56271,318,29,7.157851784535131e-09,11.0,0,0.0,0.0
27747,3300048829 assembled Ga0498908_18046_157_579,,HSP20 family protein,Ga0498908_18046,423,200,3.71108969997909e-08,32.0,4,7.42217939995817e-10,0.0
28346,3300048829 assembled Ga0498908_36580_3_416,,HSP20 family protein,Ga0498908_36580,414,12,2.27505933781327e-09,5.0,0,0.0,0.0
28431,3300048829 assembled Ga0498908_13821_435_665,,HSP20 family protein,Ga0498908_13821,231,1798,6.10927297765778e-07,1279.0,10,3.3978158941367e-09,4.0
28551,3300048829 assembled Ga0498908_35024_19_441,,HSP20 family protein,Ga0498908_35024,423,64,1.18754870399331e-08,23.0,0,0.0,0.0
28739,3300048829 assembled Ga0498908_19635_146_547,,HSP20 family protein,Ga0498908_19635,402,92,1.79627819358689e-08,32.0,0,0.0,0.0
29296,3300048829 assembled Ga0498908_06663_2_475,,HSP20 family protein,Ga0498908_06663,474,1192,1.973829962199e-07,347.5,2,3.31179523858893e-10,0.0
29847,3300048829 assembled Ga0498908_80481_2_307,,HSP20 family protein,Ga0498908_80481,306,8,2.0520143046943202e-09,4.0,0,0.0,0.0
29924,3300048829 assembled Ga0498908_10111_292_636,,HSP20 family protein,Ga0498908_10111,345,18,4.09510680806388e-09,4.0,0,0.0,0.0
30408,3300048829 assembled Ga0498908_45901_19_231,,HSP20 family protein,Ga0498908_45901,213,9,3.3164597389249705e-09,7.0,0,0.0,0.0
30461,3300048829 assembled Ga0498908_77749_2_142,,HSP20 family protein,Ga0498908_77749,141,4,2.22665381998745e-09,2.0,0,0.0,0.0
31562,3300048829 assembled Ga0498908_63326_119_343,,HSP20 family protein,Ga0498908_63326,225,6,2.0930545907882104e-09,2.0,0,0.0,0.0
31676,3300048829 assembled Ga0498908_14930_167_643,,HSP20 family protein,Ga0498908_14930,477,43,7.0755776260922e-09,12.0,0,0.0,0.0
31864,3300048829 assembled Ga0498908_28305_47_424,,HSP20 family protein,Ga0498908_28305,378,28,5.81404052996724e-09,10.0,0,0.0,0.0
31876,3300048829 assembled Ga0498908_28030_44_481,,HSP20 family protein,Ga0498908_28030,438,84,1.50527898652576e-08,32.0,0,0.0,0.0
31883,3300048829 assembled Ga0498908_74353_23_319,,HSP20 family protein,Ga0498908_74353,297,27,7.13541337768706e-09,15.0,0,0.0,0.0
32061,3300048829 assembled Ga0498908_37825_3_425,,HSP20 family protein,Ga0498908_37825,423,1822,3.38080271668095e-07,710.0,5,9.277724249947721e-10,0.0
32186,3300048829 assembled Ga0498908_12161_55_516,,HSP20 family protein,Ga0498908_12161,462,32,5.43650543061871e-09,8.0,0,0.0,0.0
32188,3300048829 assembled Ga0498908_34279_35_445,,HSP20 family protein,Ga0498908_34279,411,98,1.87152691512084e-08,30.0,0,0.0,0.0
32216,3300048829 assembled Ga0498908_34180_2_445,,HSP20 family protein,Ga0498908_34180,444,33,5.8336825587846904e-09,7.0,0,0.0,0.0
32706,3300048829 assembled Ga0498908_18566_134_553,,HSP20 family protein,Ga0498908_18566,420,1168,2.18275693039341e-07,382.5,4,7.47519496710073e-10,0.0
33363,3300048829 assembled Ga0498908_29383_2_418,,HSP20 family protein,Ga0498908_29383,417,32,6.0231786785272105e-09,10.0,0,0.0,0.0
33370,3300048829 assembled Ga0498908_49156_7_375,,HSP20 family protein,Ga0498908_49156,369,10,2.1270879987685e-09,4.0,0,0.0,0.0
33415,3300048829 assembled Ga0498908_13678_123_494,,HSP20 family protein,Ga0498908_13678,372,303,6.39310021178252e-08,80.0,2,4.21986812658912e-10,0.0
34523,3300048829 assembled Ga0498908_17690_34_504,,HSP20 family protein,Ga0498908_17690,471,668,1.11318508490965e-07,195.0,0,0.0,0.0
34688,3300048829 assembled Ga0498908_32569_73_456,,HSP20 family protein,Ga0498908_32569,384,38,7.76719477050311e-09,14.0,0,0.0,0.0
34805,3300048829 assembled Ga0498908_19350_4_108,,HSP20 family protein,Ga0498908_19350,105,47,3.51334163453734e-08,22.0,0,0.0,0.0
35717,3300048829 assembled Ga0498908_14673_10_555,,HSP20 family protein,Ga0498908_14673,546,101,1.45191286860995e-08,18.0,0,0.0,0.0
35728,3300048829 assembled Ga0498908_80081_27_290,,HSP20 family protein,Ga0498908_80081,264,15,4.459633361054411e-09,10.0,0,0.0,0.0
35794,3300048829 assembled Ga0498908_20363_81_548,,HSP20 family protein,Ga0498908_20363,468,151,2.53246188468765e-08,40.0,2,3.35425415190418e-10,0.0
36092,3300048829 assembled Ga0498908_22054_8_358,,HSP20 family protein,Ga0498908_22054,351,16,3.57787109536445e-09,5.0,0,0.0,0.0
36200,3300048829 assembled Ga0498908_18781_3_272,,HSP20 family protein,Ga0498908_18781,270,34,9.8838689009443e-09,20.0,0,0.0,0.0
36604,3300048829 assembled Ga0498908_38982_50_421,,HSP20 family protein,Ga0498908_38982,372,80,1.68794725063565e-08,26.0,0,0.0,0.0
36625,3300048829 assembled Ga0498908_29408_10_441,,HSP20 family protein,Ga0498908_29408,432,142,2.57998048517296e-08,46.0,0,0.0,0.0
36767,3300048829 assembled Ga0498908_08722_279_791,,HSP20 family protein,Ga0498908_08722,513,20,3.0600213315617e-09,4.0,0,0.0,0.0
37664,3300048829 assembled Ga0498908_65644_3_338,,HSP20 family protein,Ga0498908_65644,336,16,3.73759748355037e-09,7.0,0,0.0,0.0
38322,3300048829 assembled Ga0498908_28925_3_248,,HSP20 family protein,Ga0498908_28925,246,19,6.062200796490231e-09,9.0,0,0.0,0.0
38364,3300048829 assembled Ga0498908_47001_2_238,,HSP20 family protein,Ga0498908_47001,237,26,8.610667620331221e-09,10.0,0,0.0,0.0
38390,3300048829 assembled Ga0498908_45485_3_311,,HSP20 family protein,Ga0498908_45485,309,13,3.30214923303964e-09,6.0,0,0.0,0.0
38416,3300048829 assembled Ga0498908_57885_237_356,,HSP20 family protein,Ga0498908_57885,120,5,3.2703977981065703e-09,3.0,0,0.0,0.0
39013,3300048829 assembled Ga0498908_27146_80_493,,HSP20 family protein,Ga0498908_27146,414,24,4.55011867562653e-09,9.0,0,0.0,0.0
39823,3300048829 assembled Ga0498908_11936_74_538,,HSP20 family protein,Ga0498908_11936,465,204,3.44341239129672e-08,51.0,0,0.0,0.0
39855,3300048829 assembled Ga0498908_49865_1_372,,HSP20 family protein,Ga0498908_49865,372,9,1.89894065696511e-09,2.0,0,0.0,0.0
40552,3300048829 assembled Ga0498908_82412_26_304,,HSP20 family protein,Ga0498908_82412,279,6,1.6879472506356501e-09,3.0,0,0.0,0.0
41357,3300048829 assembled Ga0498908_13688_125_607,,HSP20 family protein,Ga0498908_13688,483,2294,3.72784722924545e-07,643.0,4,6.50016953660933e-10,0.0
41646,3300048829 assembled Ga0498908_11233_115_612,,HSP20 family protein,Ga0498908_11233,498,270,4.25545737584951e-08,64.0,2,3.1521906487774203e-10,0.0
41775,3300048829 assembled Ga0498908_45675_1_378,,HSP20 family protein,Ga0498908_45675,378,291,6.04244926507309e-08,119.5,0,0.0,0.0
41800,3300048829 assembled Ga0498908_18448_19_432,,HSP20 family protein,Ga0498908_18448,414,34,6.446001457137591e-09,10.0,0,0.0,0.0
41984,3300048829 assembled Ga0498908_80174_3_284,,HSP20 family protein,Ga0498908_80174,282,6,1.6699903649905902e-09,3.0,0,0.0,0.0
42051,3300048829 assembled Ga0498908_68597_16_330,,HSP20 family protein,Ga0498908_68597,315,23,5.73098280811056e-09,9.0,0,0.0,0.0
42418,3300048829 assembled Ga0498908_63800_28_330,,HSP20 family protein,Ga0498908_63800,303,1468,3.80272789514491e-07,727.0,5,1.2952070487550802e-09,0.0
42723,3300048829 assembled Ga0498908_43329_3_395,,HSP20 family protein,Ga0498908_43329,393,28,5.592130586075361e-09,12.0,0,0.0,0.0
43461,3300048829 assembled Ga0498908_12621_2_373,,HSP20 family protein,Ga0498908_12621,372,34,7.173775815201511e-09,9.0,1,2.10993406329456e-10,0.0
44267,3300048829 assembled Ga0498908_07378_406_861,,HSP20 family protein,Ga0498908_07378,456,49,8.434183795116941e-09,14.0,0,0.0,0.0
44696,3300048829 assembled Ga0498908_29689_2_430,,HSP20 family protein,Ga0498908_29689,429,56,1.02457217730891e-08,16.0,0,0.0,0.0
44919,3300048829 assembled Ga0498908_02034_979_1461,,HSP20 family protein,Ga0498908_02034,483,5970,9.70150303338943e-07,1814.0,26,4.22511019879607e-09,5.0
45103,3300048829 assembled Ga0498908_63308_97_342,,HSP20 family protein,Ga0498908_63308,246,14,4.4668847974138505e-09,6.5,0,0.0,0.0
45394,3300048829 assembled Ga0498908_38716_12_401,,HSP20 family protein,Ga0498908_38716,390,18,3.6225944840565104e-09,6.0,0,0.0,0.0
45463,3300048829 assembled Ga0498908_46959_6_326,,HSP20 family protein,Ga0498908_46959,321,30,7.33547169668763e-09,12.0,0,0.0,0.0
45545,3300048829 assembled Ga0498908_39388_12_350,,HSP20 family protein,Ga0498908_39388,339,14,3.241456224672e-09,5.0,0,0.0,0.0
45913,3300048829 assembled Ga0498908_42415_51_407,,HSP20 family protein,Ga0498908_42415,357,12,2.63830410603555e-09,5.0,0,0.0,0.0
46107,3300048829 assembled Ga0498908_54999_3_188,,HSP20 family protein,Ga0498908_54999,186,1119,4.72203243365323e-07,988.5,8,3.3758945012713e-09,8.0
46176,3300048829 assembled Ga0498908_15757_167_610,,HSP20 family protein,Ga0498908_15757,444,1181,2.08775124300749e-07,402.0,2,3.53556518714224e-10,0.0
46502,3300048829 assembled Ga0498908_19649_27_509,,HSP20 family protein,Ga0498908_19649,483,192,3.12008137757248e-08,50.0,0,0.0,0.0
46849,3300048829 assembled Ga0498908_29082_7_267,,HSP20 family protein,Ga0498908_29082,261,12,3.6087148117038e-09,5.0,0,0.0,0.0
46888,3300048829 assembled Ga0498908_15755_8_313,,HSP20 family protein,Ga0498908_15755,306,53,1.35945947685999e-08,17.5,0,0.0,0.0
47488,3300048829 assembled Ga0498908_23046_1_450,,HSP20 family protein,Ga0498908_23046,450,13,2.26747580668722e-09,4.0,2,3.48842431798034e-10,0.0
47639,3300048829 assembled Ga0498908_34321_2_178,,HSP20 family protein,Ga0498908_34321,177,7,3.10410638464352e-09,3.0,0,0.0,0.0
47758,3300048829 assembled Ga0498908_32117_3_431,,HSP20 family protein,Ga0498908_32117,429,56,1.02457217730891e-08,10.0,0,0.0,0.0
48707,3300048829 assembled Ga0498908_32974_52_453,,HSP20 family protein,Ga0498908_32974,402,18,3.5144573352787e-09,6.0,0,0.0,0.0
48911,3300048829 assembled Ga0498908_23275_2_331,,HSP20 family protein,Ga0498908_23275,330,50,1.18923556294784e-08,22.0,0,0.0,0.0
49091,3300048829 assembled Ga0498908_50515_190_378,,HSP20 family protein,Ga0498908_50515,189,6,2.4917316557002403e-09,5.0,0,0.0,0.0
49362,3300048829 assembled Ga0498908_38255_1_423,,HSP20 family protein,Ga0498908_38255,423,33,6.12329800496549e-09,13.0,0,0.0,0.0
49575,3300048829 assembled Ga0498908_79153_3_308,,HSP20 family protein,Ga0498908_79153,306,14,3.59102503321506e-09,7.0,0,0.0,0.0
49788,3300048829 assembled Ga0498908_05464_5_235,,HSP20 family protein,Ga0498908_05464,231,54,1.83482058283382e-08,33.0,0,0.0,0.0
49852,3300048829 assembled Ga0498908_26194_65_481,,HSP20 family protein,Ga0498908_26194,417,48,9.03476801779081e-09,16.0,0,0.0,0.0
50155,3300048829 assembled Ga0498908_63084_3_314,,HSP20 family protein,Ga0498908_63084,312,8,2.0125524911425e-09,4.0,0,0.0,0.0
50156,3300048829 assembled Ga0498908_33359_13_450,,HSP20 family protein,Ga0498908_33359,438,16,2.8671980695728804e-09,5.0,0,0.0,0.0
50301,3300048829 assembled Ga0498908_62701_3_137,,HSP20 family protein,Ga0498908_62701,135,4,2.3256162119868903e-09,3.0,0,0.0,0.0
51175,3300048829 assembled Ga0498908_23185_84_488,,HSP20 family protein,Ga0498908_23185,405,151,2.92640040008351e-08,55.0,0,0.0,0.0
51206,3300048829 assembled Ga0498908_28116_12_449,,HSP20 family protein,Ga0498908_28116,438,18,3.2255978282694903e-09,6.0,0,0.0,0.0
51493,3300048829 assembled Ga0498908_30095_84_473,,HSP20 family protein,Ga0498908_30095,390,41,8.25146521368427e-09,13.0,0,0.0,0.0
51797,3300048829 assembled Ga0498908_34080_2_340,,HSP20 family protein,Ga0498908_34080,339,8,1.8522606998125702e-09,3.0,0,0.0,0.0
52581,3300048829 assembled Ga0498908_42976_78_404,,HSP20 family protein,Ga0498908_42976,327,28,6.7208174933566205e-09,10.0,2,4.80058392382616e-10,0.0
52787,3300048829 assembled Ga0498908_01877_18_512,,HSP20 family protein,Ga0498908_01877,495,1084,1.71884180031395e-07,313.0,4,6.34258966905517e-10,0.0
53087,3300048829 assembled Ga0498908_23262_33_518,,HSP20 family protein,Ga0498908_23262,486,60,9.690067549945391e-09,8.0,0,0.0,0.0
53499,3300048829 assembled Ga0498908_36325_36_434,,HSP20 family protein,Ga0498908_36325,399,8,1.5737252562317302e-09,3.0,0,0.0,0.0
53859,3300048829 assembled Ga0498908_29635_49_474,,HSP20 family protein,Ga0498908_29635,426,38,7.001415004397161e-09,12.0,0,0.0,0.0
54393,3300048829 assembled Ga0498908_29514_13_456,,HSP20 family protein,Ga0498908_29514,444,42,7.4246868929987e-09,8.0,0,0.0,0.0
54483,3300048829 assembled Ga0498908_48524_3_320,,HSP20 family protein,Ga0498908_48524,318,6,1.48093485197279e-09,2.0,0,0.0,0.0
54610,3300048829 assembled Ga0498908_27636_46_486,,HSP20 family protein,Ga0498908_27636,441,39,6.941252469450681e-09,12.0,0,0.0,0.0
54823,3300048829 assembled Ga0498908_13642_179_619,,HSP20 family protein,Ga0498908_13642,441,69,1.22806774459512e-08,13.0,0,0.0,0.0
55045,3300048829 assembled Ga0498908_61353_3_323,,HSP20 family protein,Ga0498908_61353,321,6,1.4670943393375301e-09,2.0,0,0.0,0.0
55299,3300048829 assembled Ga0498908_44230_43_399,,HSP20 family protein,Ga0498908_44230,357,109,2.39645956298229e-08,49.0,0,0.0,0.0
55338,3300048829 assembled Ga0498908_08394_18_701,,HSP20 family protein,Ga0498908_08394,684,646,7.41290167570823e-08,143.5,4,4.59003199734255e-10,0.0
56102,3300048829 assembled Ga0498908_11656_28_471,,HSP20 family protein,Ga0498908_11656,444,61,1.07834738207838e-08,17.0,0,0.0,0.0
56172,3300048829 assembled Ga0498908_81160_3_305,,HSP20 family protein,Ga0498908_81160,303,4,1.03616563900406e-09,2.0,0,0.0,0.0
56909,3300048829 assembled Ga0498908_35477_3_440,,HSP20 family protein,Ga0498908_35477,438,116,2.07871860044034e-08,38.0,0,0.0,0.0
57180,3300048829 assembled Ga0498908_65970_2_292,,HSP20 family protein,Ga0498908_65970,291,40,1.07889411896299e-08,19.0,0,0.0,0.0
57182,3300048829 assembled Ga0498908_62677_55_345,,HSP20 family protein,Ga0498908_62677,291,18,4.85502353533347e-09,9.0,0,0.0,0.0
57486,3300048829 assembled Ga0498908_25243_119_511,,HSP20 family protein,Ga0498908_25243,393,24,4.793254788064591e-09,8.0,0,0.0,0.0
58457,3300048829 assembled Ga0498908_27380_10_444,,HSP20 family protein,Ga0498908_27380,435,37,6.676122401652031e-09,12.0,0,0.0,0.0
59243,3300048829 assembled Ga0498908_15308_160_579,,HSP20 family protein,Ga0498908_15308,420,54,1.0091513205586e-08,16.0,0,0.0,0.0
59578,3300048829 assembled Ga0498908_27933_3_476,,HSP20 family protein,Ga0498908_27933,474,32,5.298872381742291e-09,7.0,0,0.0,0.0
60426,3300048829 assembled Ga0498908_27925_306_488,,HSP20 family protein,Ga0498908_27925,183,6,2.57342777555927e-09,4.0,0,0.0,0.0
61102,3300048829 assembled Ga0498908_01582_785_1459,,HSP20 family protein,Ga0498908_01582,675,86,1.00001497115436e-08,20.0,0,0.0,0.0
61729,3300048829 assembled Ga0498908_25678_17_421,,HSP20 family protein,Ga0498908_25678,405,145,2.81011958948416e-08,54.0,2,3.87602701997816e-10,0.0
62024,3300048829 assembled Ga0498908_06461_56_907,,HSP20 family protein,Ga0498908_06461,852,157,1.44634494169784e-08,23.0,4,3.68495526547219e-10,0.0
