,GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
27745,3300043289 assembled Ga0435281_070945_3_506,,elongation factor G,Ga0435281_070945,504,7,2.44067385716521e-09,2.0,13,4.5326800204496705e-09,4.0
27827,3300043289 assembled Ga0435281_000750_795_2837,,elongation factor G,Ga0435281_000750,2043,77,6.623150202703821e-09,4.0,62,5.33292613724203e-09,4.0
28101,3300043289 assembled Ga0435281_079030_3_365,,elongation factor G,Ga0435281_079030,363,8,3.8728047981464404e-09,4.0,6,2.9046035986098303e-09,2.0
28529,3300043289 assembled Ga0435281_120435_72_374,,elongation factor G,Ga0435281_120435,303,2,1.1599242093458401e-09,1.0,2,1.1599242093458401e-09,1.0
28833,3300043289 assembled Ga0435281_155257_3_323,,elongation factor G,Ga0435281_155257,321,11,6.0218495167440605e-09,4.0,0,0.0,0.0
29178,3300043289 assembled Ga0435281_160939_2_316,,elongation factor G,Ga0435281_160939,315,4,2.23147324083676e-09,2.0,0,0.0,0.0
30121,3300043289 assembled Ga0435281_064712_8_532,,elongation factor G,Ga0435281_064712,525,8,2.6777678890041104e-09,2.0,8,2.6777678890041104e-09,2.0
30254,3300043289 assembled Ga0435281_047988_1_630,,elongation factor G,Ga0435281_047988,630,24,6.69441972251028e-09,6.0,0,0.0,0.0
30709,3300043289 assembled Ga0435281_162478_17_304,,elongation factor G,Ga0435281_162478,288,11,6.711853107204311e-09,6.0,3,1.8305053928739e-09,1.0
30841,3300043289 assembled Ga0435281_162539_3_314,,elongation factor G,Ga0435281_162539,312,2,1.12646485715317e-09,0.0,3,1.6896972857297601e-09,1.0
31070,3300043289 assembled Ga0435281_054347_2_589,,elongation factor G,Ga0435281_054347,588,11,3.2874382565898702e-09,3.0,0,0.0,0.0
31225,3300043289 assembled Ga0435281_049491_2_565,,elongation factor G,Ga0435281_049491,564,22,6.8546584924639805e-09,6.0,6,1.8694523161265402e-09,1.0
31668,3300043289 assembled Ga0435281_058385_108_566,,elongation factor G,Ga0435281_058385,459,8,3.06280640899163e-09,2.0,0,0.0,0.0
31683,3300043289 assembled Ga0435281_010228_223_1389,,elongation factor G,Ga0435281_010228,1167,48,7.227908183687191e-09,6.0,18,2.7104655688827e-09,2.0
31999,3300043289 assembled Ga0435281_013017_171_1259,,elongation factor G,Ga0435281_013017,1089,67,1.08115800614921e-08,9.0,54,8.713810795829491e-09,7.0
35214,3300043289 assembled Ga0435281_131008_42_356,,elongation factor G,Ga0435281_131008,315,10,5.5786831020919e-09,5.0,0,0.0,0.0
35781,3300043289 assembled Ga0435281_169491_1_282,,elongation factor G,Ga0435281_169491,282,14,8.72411080859052e-09,7.0,0,0.0,0.0
35784,3300043289 assembled Ga0435281_020452_2_997,,elongation factor G,Ga0435281_020452,996,312,5.50474874772682e-08,46.5,10,1.7643425473483401e-09,1.0
36068,3300043289 assembled Ga0435281_118231_37_378,,elongation factor G,Ga0435281_118231,342,5,2.56913037596337e-09,2.0,1,5.13826075192675e-10,0.0
36112,3300043289 assembled Ga0435281_165332_29_313,,elongation factor G,Ga0435281_165332,285,6,3.6995477413872604e-09,3.0,0,0.0,0.0
38659,3300043289 assembled Ga0435281_065489_3_452,,elongation factor G,Ga0435281_065489,450,8,3.1240625371714602e-09,2.0,1,3.90507817146433e-10,0.0
39210,3300043289 assembled Ga0435281_126415_1_363,,elongation factor G,Ga0435281_126415,363,6,2.9046035986098303e-09,1.0,8,3.8728047981464404e-09,3.0
40155,3300043289 assembled Ga0435281_070650_1_507,,elongation factor G,Ga0435281_070650,507,3,1.0398137142952401e-09,1.0,8,2.77283657145396e-09,3.0
41132,3300043289 assembled Ga0435281_051205_3_200,,transcription elongation factor GreA,Ga0435281_051205,198,6,5.32510659745136e-09,3.0,0,0.0,0.0
42398,3300043289 assembled Ga0435281_003295_1_1638,,elongation factor G,Ga0435281_003295,1638,24,2.57477681635011e-09,0.0,32,3.4330357551334803e-09,2.0
43388,3300043289 assembled Ga0435281_045461_370_633,,elongation factor G,Ga0435281_045461,264,4,2.66255329872568e-09,2.0,7,4.659468272769941e-09,3.0
43873,3300043289 assembled Ga0435281_171212_2_277,,elongation factor G,Ga0435281_171212,276,3,1.91009258386842e-09,2.0,2,1.27339505591228e-09,1.0
44336,3300043289 assembled Ga0435281_068749_3_497,,elongation factor G,Ga0435281_068749,495,6,2.13004263898054e-09,2.0,7,2.4850497454773e-09,2.0
44711,3300043289 assembled Ga0435281_101125_239_412,,transcription elongation factor GreA,Ga0435281_101125,174,1,1.00993400986146e-09,1.0,3,3.0298020295843903e-09,1.0
44820,3300043289 assembled Ga0435281_147405_11_334,,elongation factor G,Ga0435281_147405,324,6,3.25423180955361e-09,2.0,6,3.25423180955361e-09,3.0
45115,3300043289 assembled Ga0435281_017587_3_104,,elongation factor G,Ga0435281_017587,102,15,2.58424290758669e-08,8.0,0,0.0,0.0
45163,3300043289 assembled Ga0435281_044926_473_655,,transcription elongation factor GreB,Ga0435281_044926,183,14,1.3443711737828e-08,5.0,0,0.0,0.0
46112,3300043289 assembled Ga0435281_150546_17_295,,elongation factor G,Ga0435281_150546,279,7,4.40895922584682e-09,3.0,0,0.0,0.0
47116,3300043289 assembled Ga0435281_013143_915_1253,,transcription elongation factor GreA,Ga0435281_013143,339,40,2.07349283440584e-08,3.0,4,2.0734928344058403e-09,0.0
48591,3300043289 assembled Ga0435281_112932_9_386,,elongation factor G,Ga0435281_112932,378,10,4.64890258507658e-09,4.0,3,1.3946707755229702e-09,1.0
50781,3300043289 assembled Ga0435281_042933_3_671,,elongation factor G,Ga0435281_042933,669,11,2.88940761565746e-09,2.0,11,2.88940761565746e-09,2.0
51386,3300043289 assembled Ga0435281_011419_133_1344,,elongation factor G,Ga0435281_011419,1212,26,3.76975368037398e-09,3.0,2,2.8998105233646003e-10,0.0
51405,3300043289 assembled Ga0435281_060867_2_97,,elongation factor G,Ga0435281_060867,96,2,3.66101078574781e-09,2.0,0,0.0,0.0
51695,3300043289 assembled Ga0435281_123013_1_369,,elongation factor G,Ga0435281_123013,369,2,9.524580906010561e-10,1.0,4,1.90491618120211e-09,1.0
51933,3300043289 assembled Ga0435281_159335_3_320,,elongation factor G,Ga0435281_159335,318,6,3.3156324097338603e-09,3.0,0,0.0,0.0
52102,3300043289 assembled Ga0435281_170923_1_306,,elongation factor G,Ga0435281_170923,306,4,2.2971048067437204e-09,2.0,5,2.8713810084296504e-09,2.0
53032,3300043289 assembled Ga0435281_050300_1_510,,elongation factor G,Ga0435281_050300,510,13,4.47935437315026e-09,2.0,3,1.03369716303468e-09,1.0
53570,3300043289 assembled Ga0435281_129298_3_353,,elongation factor G,Ga0435281_129298,351,8,4.005208380989051e-09,2.0,1,5.006510476236321e-10,0.0
53950,3300043289 assembled Ga0435281_113808_23_385,,elongation factor G,Ga0435281_113808,363,5,2.42050299884153e-09,2.0,2,9.682011995366101e-10,0.0
55717,3300043289 assembled Ga0435281_005052_847_1977,,elongation factor G,Ga0435281_005052,1131,25,3.88436157639025e-09,3.0,25,3.88436157639025e-09,2.0
56321,3300043289 assembled Ga0435281_074839_259_492,,elongation factor G,Ga0435281_074839,234,5,3.7548828571772405e-09,2.0,0,0.0,0.0
56409,3300043289 assembled Ga0435281_176134_3_263,,elongation factor G,Ga0435281_176134,261,3,2.0198680197229303e-09,2.0,4,2.69315735963057e-09,3.0
56460,3300043289 assembled Ga0435281_071503_3_461,,elongation factor G,Ga0435281_071503,459,4,1.5314032044958202e-09,1.0,4,1.5314032044958202e-09,1.0
57294,3300043289 assembled Ga0435281_160405_34_318,,elongation factor G,Ga0435281_160405,285,3,1.8497738706936302e-09,0.0,3,1.8497738706936302e-09,2.0
57599,3300043289 assembled Ga0435281_148536_55_315,,elongation factor G,Ga0435281_148536,261,5,3.36644669953821e-09,2.0,2,1.3465786798152902e-09,1.0
58026,3300043289 assembled Ga0435281_070489_2_208,,transcription elongation factor GreA,Ga0435281_070489,207,1,8.48930037274854e-10,1.0,3,2.54679011182456e-09,1.0
59372,3300043289 assembled Ga0435281_171372_1_306,,elongation factor G,Ga0435281_171372,306,2,1.1485524033718602e-09,1.0,4,2.2971048067437204e-09,2.0
59787,3300043289 assembled Ga0435281_000570_2770_4803,,elongation factor G,Ga0435281_000570,2034,106,9.15792668529245e-09,7.0,78,6.738851711818971e-09,5.0
61002,3300043289 assembled Ga0435281_022039_2_559,,elongation factor G,Ga0435281_022039,558,40,1.25970263595623e-08,8.0,0,0.0,0.0
61477,3300043289 assembled Ga0435281_137596_1_348,,elongation factor G,Ga0435281_137596,348,12,6.0596040591687905e-09,4.0,0,0.0,0.0
62137,3300043289 assembled Ga0435281_081142_3_470,,elongation factor G,Ga0435281_081142,468,8,3.00390628574179e-09,2.0,14,5.2568360000481305e-09,5.0
64791,3300043289 assembled Ga0435281_140443_2_343,,elongation factor G,Ga0435281_140443,342,2,1.02765215038535e-09,1.0,2,1.02765215038535e-09,1.0
66437,3300043289 assembled Ga0435281_148788_158_310,,elongation factor G,Ga0435281_148788,153,6,6.891314420231171e-09,4.0,1,1.1485524033718602e-09,1.0
66707,3300043289 assembled Ga0435281_172254_3_305,,elongation factor G,Ga0435281_172254,303,2,1.1599242093458401e-09,0.0,2,1.1599242093458401e-09,1.0
66860,3300043289 assembled Ga0435281_004369_45_1739,,elongation factor G,Ga0435281_004369,1695,243,2.51929379380309e-08,20.0,36,3.73228710193051e-09,1.0
67213,3300043289 assembled Ga0435281_012386_22_1290,,elongation factor G,Ga0435281_012386,1269,44,6.093029771079091e-09,5.0,19,2.63108103751143e-09,2.0
67273,3300043289 assembled Ga0435281_002606_2_865,,elongation factor G,Ga0435281_002606,864,28,5.69490566671881e-09,4.0,9,1.8305053928739e-09,1.0
67473,3300043289 assembled Ga0435281_029436_2_826,,elongation factor G,Ga0435281_029436,825,22,4.68609380575719e-09,4.0,18,3.834076750164981e-09,3.0
69603,3300043289 assembled Ga0435281_057958_237_554,,elongation factor G,Ga0435281_057958,318,5,2.7630270081115502e-09,2.0,0,0.0,0.0
70223,3300043289 assembled Ga0435281_140006_6_344,,elongation factor G,Ga0435281_140006,339,6,3.1102392516087604e-09,2.0,0,0.0,0.0
70539,3300043289 assembled Ga0435281_024439_3_542,,elongation factor G,Ga0435281_024439,540,29,9.437272247705461e-09,6.5,0,0.0,0.0
70934,3300043289 assembled Ga0435281_121732_3_248,,elongation factor G,Ga0435281_121732,246,5,3.57171783975396e-09,2.0,0,0.0,0.0
73133,3300043289 assembled Ga0435281_021519_687_944,,elongation factor G,Ga0435281_021519,258,5,3.4055914286026103e-09,2.0,1,6.81118285720522e-10,0.0
73910,3300043289 assembled Ga0435281_003904_1481_1915,,transcription elongation factor GreA,Ga0435281_003904,435,17,6.8675512670579605e-09,5.0,1,4.03973603944586e-10,0.0
76115,3300043289 assembled Ga0435281_003682_2_571,,elongation factor G,Ga0435281_003682,570,8,2.46636516092484e-09,2.0,21,6.4742085474277e-09,5.0
77128,3300043289 assembled Ga0435281_054486_3_587,,elongation factor G,Ga0435281_054486,585,133,3.99519536003658e-08,35.0,2,6.00781257148358e-10,1.0
77139,3300043289 assembled Ga0435281_165947_3_311,,elongation factor G,Ga0435281_165947,309,3,1.7061021137465502e-09,1.0,0,0.0,0.0
77349,3300043289 assembled Ga0435281_173227_1_303,,elongation factor G,Ga0435281_173227,303,8,4.6396968373833605e-09,2.0,0,0.0,0.0
77672,3300043289 assembled Ga0435281_072150_3_461,,transcription elongation factor GreA,Ga0435281_072150,459,9,3.4456572101155803e-09,3.0,9,3.4456572101155803e-09,3.0
77763,3300043289 assembled Ga0435281_102199_1_411,,elongation factor G,Ga0435281_102199,411,8,3.42050642756e-09,3.0,0,0.0,0.0
78001,3300043289 assembled Ga0435281_010553_1_1398,,elongation factor G,Ga0435281_010553,1398,49,6.15929711593623e-09,5.0,5,6.28499705707778e-10,0.0
78773,3300043289 assembled Ga0435281_152453_2_328,,elongation factor G,Ga0435281_152453,327,4,2.14958431456752e-09,2.0,0,0.0,0.0
79059,3300043289 assembled Ga0435281_121172_1_357,,elongation factor G,Ga0435281_121172,357,2,9.84473488604453e-10,0.0,3,1.4767102329066802e-09,1.0
79318,3300043289 assembled Ga0435281_021982_532_963,,elongation factor G,Ga0435281_021982,432,2,8.13557952388402e-10,0.0,7,2.84745283335941e-09,1.0
79815,3300043289 assembled Ga0435281_061365_148_492,,elongation factor G,Ga0435281_061365,345,14,7.1310123131087705e-09,6.0,5,2.54679011182456e-09,1.0
80107,3300043289 assembled Ga0435281_066468_2_505,,elongation factor G,Ga0435281_066468,504,1,3.48667693880744e-10,0.0,6,2.0920061632844604e-09,2.0
80313,3300043289 assembled Ga0435281_163798_3_314,,elongation factor G,Ga0435281_163798,312,4,2.25292971430634e-09,2.0,0,0.0,0.0
82980,3300043289 assembled Ga0435281_145206_2_337,,elongation factor G,Ga0435281_145206,336,19,9.93702927560119e-09,9.0,6,3.13800924492669e-09,3.0
85239,3300043289 assembled Ga0435281_131519_2_355,,elongation factor G,Ga0435281_131519,354,5,2.4820412106764804e-09,2.0,0,0.0,0.0
85964,3300043289 assembled Ga0435281_063571_1_540,,elongation factor G,Ga0435281_063571,540,2,6.50846361910721e-10,0.0,14,4.5559245333750506e-09,3.0
86846,3300043289 assembled Ga0435281_147693_2_334,,elongation factor G,Ga0435281_147693,333,4,2.11085306565639e-09,2.0,2,1.0554265328282e-09,1.0
86971,3300043289 assembled Ga0435281_012551_1_831,,elongation factor G,Ga0435281_012551,831,23,4.8637255204158605e-09,3.0,16,3.38346123159364e-09,3.0
87250,3300043289 assembled Ga0435281_094161_3_431,,elongation factor G,Ga0435281_094161,429,12,4.91548301303202e-09,3.0,0,0.0,0.0
87473,3300043289 assembled Ga0435281_166311_2_310,,elongation factor G,Ga0435281_166311,309,10,5.68700704582184e-09,5.0,0,0.0,0.0
87737,3300043289 assembled Ga0435281_039390_3_704,,elongation factor G,Ga0435281_039390,702,18,4.50585942861269e-09,4.0,8,2.0026041904945303e-09,2.0
88190,3300043289 assembled Ga0435281_004278_3_2096,,elongation factor G,Ga0435281_004278,2094,46,3.860320828524911e-09,2.0,47,3.9442408465363204e-09,3.0
90293,3300043289 assembled Ga0435281_029292_1_828,,elongation factor G,Ga0435281_029292,828,100,2.12232509318714e-08,15.0,0,0.0,0.0
90326,3300043289 assembled Ga0435281_086008_1_414,,elongation factor G,Ga0435281_086008,414,15,6.3669752795614106e-09,5.0,12,5.09358022364912e-09,4.0
90351,3300043289 assembled Ga0435281_090503_341_439,,elongation factor G,Ga0435281_090503,99,5,8.87517766241893e-09,5.0,0,0.0,0.0
90552,3300043289 assembled Ga0435281_163064_1_306,,elongation factor G,Ga0435281_163064,306,4,2.2971048067437204e-09,0.0,4,2.2971048067437204e-09,2.0
90833,3300043289 assembled Ga0435281_008914_1142_1522,,elongation factor G,Ga0435281_008914,381,21,9.685823811112311e-09,2.0,2,9.22459410582125e-10,0.0
91125,3300043289 assembled Ga0435281_025348_118_894,,elongation factor G,Ga0435281_025348,777,22,4.97558222619007e-09,2.0,4,9.0465131385274e-10,0.0
91250,3300043289 assembled Ga0435281_095042_3_428,,elongation factor G,Ga0435281_095042,426,4,1.6500330301962e-09,1.0,2,8.25016515098098e-10,1.0
91291,3300043289 assembled Ga0435281_152723_2_328,,elongation factor G,Ga0435281_152723,327,2,1.07479215728376e-09,1.0,2,1.07479215728376e-09,1.0
91597,3300043289 assembled Ga0435281_095402_55_426,,transcription elongation factor GreA,Ga0435281_095402,372,7,3.30671941938512e-09,2.0,0,0.0,0.0
91679,3300043289 assembled Ga0435281_062327_314_544,,elongation factor G,Ga0435281_062327,231,6,4.56437708352974e-09,3.0,4,3.0429180556864902e-09,2.0
93685,3300043289 assembled Ga0435281_117119_1_366,,elongation factor G,Ga0435281_117119,366,4,1.92053024826115e-09,1.0,6,2.8807953723917204e-09,2.0
93871,3300043289 assembled Ga0435281_060945_3_551,,elongation factor G,Ga0435281_060945,549,5,1.60044187355095e-09,1.0,4,1.28035349884076e-09,1.0
94689,3300043289 assembled Ga0435281_132327_2_355,,elongation factor G,Ga0435281_132327,354,2,9.92816484270592e-10,1.0,3,1.48922472640589e-09,1.0
94743,3300043289 assembled Ga0435281_000406_3183_3662,,transcription elongation factor GreA,Ga0435281_000406,480,23,8.420324807219961e-09,5.0,16,5.85761725719649e-09,3.0
95659,3300043289 assembled Ga0435281_043398_15_107,,elongation factor G,Ga0435281_043398,93,1,1.88955395393435e-09,0.0,2,3.77910790786871e-09,1.0
99070,3300043289 assembled Ga0435281_135645_3_308,,elongation factor G,Ga0435281_135645,306,2,1.1485524033718602e-09,0.0,5,2.8713810084296504e-09,2.0
99364,3300043289 assembled Ga0435281_127839_168_341,,elongation factor G,Ga0435281_127839,174,4,4.039736039445861e-09,2.0,6,6.0596040591687905e-09,3.0
99855,3300043289 assembled Ga0435281_120957_3_374,,elongation factor G,Ga0435281_120957,372,5,2.3619424424179403e-09,2.0,3,1.41716546545076e-09,1.0
100354,3300043289 assembled Ga0435281_131494_19_357,,elongation factor G,Ga0435281_131494,339,6,3.1102392516087604e-09,2.0,0,0.0,0.0
100579,3300043289 assembled Ga0435281_054593_1_588,,elongation factor G,Ga0435281_054593,588,8,2.3908641866108103e-09,1.0,14,4.184012326568921e-09,4.0
100756,3300043289 assembled Ga0435281_027689_565_852,,elongation factor G,Ga0435281_027689,288,3,1.8305053928739e-09,1.0,12,7.32202157149562e-09,5.0
102111,3300043289 assembled Ga0435281_034549_29_754,,elongation factor G,Ga0435281_034549,726,10,2.42050299884153e-09,2.0,8,1.9364023990732202e-09,1.0
102658,3300043289 assembled Ga0435281_164997_137_280,,elongation factor G,Ga0435281_164997,144,1,1.2203369285826e-09,0.0,5,6.10168464291301e-09,2.0
102730,3300043289 assembled Ga0435281_019285_33_539,,transcription elongation factor GreA,Ga0435281_019285,507,9,3.1194411428857104e-09,2.0,6,2.0796274285904703e-09,1.0
102853,3300043289 assembled Ga0435281_092116_3_434,,elongation factor G,Ga0435281_092116,432,12,4.88134771433041e-09,3.0,3,1.2203369285826e-09,1.0
103315,3300043289 assembled Ga0435281_105581_270_398,,elongation factor G,Ga0435281_105581,129,63,8.58209040007858e-08,33.0,1,1.36223657144104e-09,0.0
103613,3300043289 assembled Ga0435281_108312_1_366,,elongation factor G,Ga0435281_108312,366,1,4.80132562065286e-10,0.0,11,5.2814581827181505e-09,5.0
104454,3300043289 assembled Ga0435281_134066_10_351,,elongation factor G,Ga0435281_134066,342,17,8.73504327827547e-09,8.0,0,0.0,0.0
104645,3300043289 assembled Ga0435281_168901_20_307,,elongation factor G,Ga0435281_168901,288,1,6.10168464291301e-10,1.0,3,1.8305053928739e-09,1.0
104846,3300043289 assembled Ga0435281_004804_572_1039,,transcription elongation factor GreA,Ga0435281_004804,468,10,3.7548828571772405e-09,1.0,15,5.632324285765861e-09,4.0
105098,3300043289 assembled Ga0435281_000468_1914_4016,,elongation factor G,Ga0435281_000468,2103,1478,1.23502971556868e-07,82.0,57,4.762969809703281e-09,4.0
105195,3300043289 assembled Ga0435281_169653_1_300,,elongation factor G,Ga0435281_169653,300,5,2.92880862859825e-09,2.0,2,1.1715234514393e-09,1.0
106405,3300043289 assembled Ga0435281_099474_3_416,,elongation factor G,Ga0435281_099474,414,7,2.9712551304619902e-09,3.0,0,0.0,0.0
106836,3300043289 assembled Ga0435281_165808_43_312,,elongation factor G,Ga0435281_165808,270,2,1.30169272382144e-09,2.0,4,2.6033854476428904e-09,2.0
106844,3300043289 assembled Ga0435281_054012_331_591,,elongation factor G,Ga0435281_054012,261,9,6.0596040591687905e-09,2.0,5,3.36644669953821e-09,2.0
107274,3300043289 assembled Ga0435281_011067_3_461,,elongation factor G,Ga0435281_011067,459,12,4.594209613487451e-09,1.0,6,2.2971048067437204e-09,1.0
107305,3300043289 assembled Ga0435281_105144_2_118,,elongation factor G,Ga0435281_105144,117,53,7.96035165721575e-08,28.0,0,0.0,0.0
108140,3300043289 assembled Ga0435281_142273_2_340,,elongation factor G,Ga0435281_142273,339,4,2.0734928344058403e-09,2.0,0,0.0,0.0
108571,3300043289 assembled Ga0435281_049981_326_616,,elongation factor G,Ga0435281_049981,291,3,1.8116342032566502e-09,1.0,3,1.8116342032566502e-09,1.0
