,GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
6128,3300048829 assembled Ga0498908_64715_2_340,,elongation factor Tu,Ga0498908_64715,339,13,3.0099236371954304e-09,4.0,0,0.0,0.0
7262,3300048829 assembled Ga0498908_73518_1_321,,elongation factor Tu,Ga0498908_73518,321,4,9.78062892891685e-10,2.0,0,0.0,0.0
7544,3300048829 assembled Ga0498908_00013_505_1734,,elongation factor Tu,Ga0498908_00013,1230,463,2.95452523028945e-08,61.0,4,2.5525055985222003e-10,0.0
8922,3300048829 assembled Ga0498908_82749_83_301,,elongation factor Tu,Ga0498908_82749,219,6,2.15039855217966e-09,2.0,0,0.0,0.0
9337,3300048829 assembled Ga0498908_47403_1_387,,elongation factor Tu,Ga0498908_47403,387,27,5.47601491775984e-09,11.0,0,0.0,0.0
9835,3300048829 assembled Ga0498908_21252_36_173,,elongation factor Tu,Ga0498908_21252,138,6,3.4125890067199e-09,5.0,0,0.0,0.0
11552,3300048829 assembled Ga0498908_29225_3_437,,elongation factor Tu,Ga0498908_29225,435,41,7.39786536399279e-09,13.0,2,3.6087148117038e-10,0.0
12009,3300048829 assembled Ga0498908_20098_19_564,,elongation factor Tu,Ga0498908_20098,546,34,4.887627478488941e-09,7.0,0,0.0,0.0
12361,3300048829 assembled Ga0498908_69905_2_145,,elongation factor Tu,Ga0498908_69905,144,7,3.815464097791e-09,4.0,0,0.0,0.0
12721,3300048829 assembled Ga0498908_73037_6_323,,elongation factor Tu,Ga0498908_73037,318,9,2.22140227795918e-09,4.0,0,0.0,0.0
12780,3300048829 assembled Ga0498908_74447_2_319,,elongation factor Tu,Ga0498908_74447,318,16,3.94915960526076e-09,7.0,0,0.0,0.0
12916,3300048829 assembled Ga0498908_05909_3_794,,elongation factor Tu,Ga0498908_05909,792,101,1.00093993214777e-08,17.0,0,0.0,0.0
14627,3300048829 assembled Ga0498908_50670_3_368,,elongation factor Tu,Ga0498908_50670,366,32,6.862474068158051e-09,13.5,0,0.0,0.0
15466,3300048829 assembled Ga0498908_27946_116_487,,elongation factor Tu,Ga0498908_27946,372,8,1.6879472506356501e-09,2.0,0,0.0,0.0
15684,3300048829 assembled Ga0498908_26853_146_496,,elongation factor Tu,Ga0498908_26853,351,38,8.497443851490581e-09,17.0,0,0.0,0.0
15837,3300048829 assembled Ga0498908_46854_3_389,,elongation factor Tu,Ga0498908_46854,387,8,1.6225229385955101e-09,3.0,0,0.0,0.0
16044,3300048829 assembled Ga0498908_42110_1_237,,elongation factor Tu,Ga0498908_42110,237,6,1.9870771431533604e-09,4.0,0,0.0,0.0
17867,3300048829 assembled Ga0498908_84223_186_299,,elongation factor Tu,Ga0498908_84223,114,17,1.17045815932235e-08,14.0,0,0.0,0.0
18079,3300048829 assembled Ga0498908_69453_170_328,,elongation factor Tu,Ga0498908_69453,159,10,4.936449506575961e-09,9.0,0,0.0,0.0
18120,3300048829 assembled Ga0498908_69743_61_309,,elongation factor Tu,Ga0498908_69743,249,8,2.52175251902193e-09,3.0,0,0.0,0.0
18774,3300048829 assembled Ga0498908_20124_164_565,,elongation factor Tu,Ga0498908_20124,402,41,8.00515281924593e-09,17.0,0,0.0,0.0
19541,3300048829 assembled Ga0498908_33916_168_449,,elongation factor Tu,Ga0498908_33916,282,22,6.12329800496549e-09,11.0,0,0.0,0.0
19954,3300048829 assembled Ga0498908_80768_10_306,,elongation factor Tu,Ga0498908_80768,297,10,2.6427456954396504e-09,5.0,0,0.0,0.0
22281,3300048829 assembled Ga0498908_17518_3_599,,elongation factor Tu,Ga0498908_17518,597,24,3.1553586795802105e-09,5.0,0,0.0,0.0
23410,3300048829 assembled Ga0498908_48241_3_365,,elongation factor Tu,Ga0498908_48241,363,25,5.405616195217471e-09,10.0,0,0.0,0.0
24359,3300048829 assembled Ga0498908_15089_2_562,,elongation factor Tu,Ga0498908_15089,561,43,6.0161328478538e-09,10.0,0,0.0,0.0
29782,3300048829 assembled Ga0498908_67724_2_334,,elongation factor Tu,Ga0498908_67724,333,34,8.01394775752241e-09,15.0,0,0.0,0.0
32509,3300048829 assembled Ga0498908_44113_56_400,,elongation factor Tu,Ga0498908_44113,345,9,2.04755340403194e-09,3.0,0,0.0,0.0
33490,3300048829 assembled Ga0498908_39276_1_213,,elongation factor Tu,Ga0498908_39276,213,10,3.6849552654721902e-09,6.0,0,0.0,0.0
33820,3300048829 assembled Ga0498908_16739_400_579,,elongation factor Tu,Ga0498908_16739,180,21,9.1571138346984e-09,13.0,0,0.0,0.0
36289,3300048829 assembled Ga0498908_01039_430_1620,,elongation factor Tu,Ga0498908_01039,1191,310,2.04296890158798e-08,39.0,0,0.0,0.0
38172,3300048829 assembled Ga0498908_24876_1_513,,elongation factor Tu,Ga0498908_24876,513,33,5.049035197076811e-09,9.0,0,0.0,0.0
38503,3300048829 assembled Ga0498908_60169_1_249,,elongation factor Tu,Ga0498908_60169,249,8,2.52175251902193e-09,5.0,0,0.0,0.0
38889,3300048829 assembled Ga0498908_62942_1_345,,elongation factor Tu,Ga0498908_62942,345,11,2.50256527159459e-09,4.0,0,0.0,0.0
39676,3300048829 assembled Ga0498908_64718_89_340,,elongation factor Tu,Ga0498908_64718,252,15,4.671996854437961e-09,10.0,0,0.0,0.0
40000,3300048829 assembled Ga0498908_41022_2_412,,elongation factor Tu,Ga0498908_41022,411,41,7.82985750203617e-09,16.0,0,0.0,0.0
40847,3300048829 assembled Ga0498908_64274_2_340,,elongation factor Tu,Ga0498908_64274,339,11,2.5468584622422904e-09,5.0,0,0.0,0.0
42030,3300048829 assembled Ga0498908_50319_2_379,,elongation factor Tu,Ga0498908_50319,378,12,2.4917316557002403e-09,2.0,0,0.0,0.0
42110,3300048829 assembled Ga0498908_32249_1_351,,elongation factor Tu,Ga0498908_32249,351,23,5.1431896995864e-09,8.0,0,0.0,0.0
42775,3300048829 assembled Ga0498908_40605_165_413,,elongation factor Tu,Ga0498908_40605,249,23,7.25003849218806e-09,14.0,0,0.0,0.0
43492,3300048829 assembled Ga0498908_72452_2_322,,elongation factor Tu,Ga0498908_72452,321,26,6.357408803795951e-09,12.0,0,0.0,0.0
43724,3300048829 assembled Ga0498908_25865_405_503,,elongation factor Tu,Ga0498908_25865,99,21,1.66492978812698e-08,19.0,0,0.0,0.0
46708,3300048829 assembled Ga0498908_06803_38_832,,elongation factor Tu,Ga0498908_06803,795,48,4.7389915263129206e-09,9.0,0,0.0,0.0
48268,3300048829 assembled Ga0498908_29313_2_301,,elongation factor Tu,Ga0498908_29313,300,6,1.5697909430911502e-09,2.0,0,0.0,0.0
48270,3300048829 assembled Ga0498908_23676_23_526,,elongation factor Tu,Ga0498908_23676,504,19,2.9589313411440404e-09,6.0,0,0.0,0.0
48889,3300048829 assembled Ga0498908_60501_2_349,,elongation factor Tu,Ga0498908_60501,348,20,4.51089351462975e-09,8.0,0,0.0,0.0
51009,3300048829 assembled Ga0498908_31469_4_462,,elongation factor Tu,Ga0498908_31469,459,12,2.0520143046943202e-09,3.0,0,0.0,0.0
51264,3300048829 assembled Ga0498908_15794_3_110,,elongation factor Tu,Ga0498908_15794,108,27,1.96223867886394e-08,16.0,0,0.0,0.0
51437,3300048829 assembled Ga0498908_13960_452_631,,elongation factor Tu,Ga0498908_13960,180,10,4.36053039747543e-09,6.0,0,0.0,0.0
51501,3300048829 assembled Ga0498908_37037_14_328,,elongation factor Tu,Ga0498908_37037,315,27,6.72767547039066e-09,12.0,0,0.0,0.0
52514,3300048829 assembled Ga0498908_54750_1_366,,elongation factor Tu,Ga0498908_54750,366,27,5.7902124950083504e-09,11.0,0,0.0,0.0
52526,3300048829 assembled Ga0498908_52107_2_373,,elongation factor Tu,Ga0498908_52107,372,23,4.8528483455774906e-09,9.0,0,0.0,0.0
52781,3300048829 assembled Ga0498908_16030_2_559,,elongation factor Tu,Ga0498908_16030,558,67,9.424372149382372e-09,14.0,0,0.0,0.0
55684,3300048829 assembled Ga0498908_69144_1_330,,elongation factor Tu,Ga0498908_69144,330,12,2.8541653510748203e-09,5.0,0,0.0,0.0
55725,3300048829 assembled Ga0498908_46742_1_387,,elongation factor Tu,Ga0498908_46742,387,22,4.4619380811376506e-09,7.0,0,0.0,0.0
56420,3300048829 assembled Ga0498908_79642_58_309,,elongation factor Tu,Ga0498908_79642,252,8,2.4917316557002403e-09,6.0,0,0.0,0.0
56856,3300048829 assembled Ga0498908_18512_298_585,,elongation factor Tu,Ga0498908_18512,288,10,2.7253314984221404e-09,4.0,0,0.0,0.0
57809,3300048829 assembled Ga0498908_39562_1_420,,elongation factor Tu,Ga0498908_39562,420,9,1.6819188675976601e-09,4.0,0,0.0,0.0
58482,3300048829 assembled Ga0498908_83224_1_90,,elongation factor Tu,Ga0498908_83224,90,8,6.97684863596068e-09,5.0,0,0.0,0.0
59198,3300048829 assembled Ga0498908_20160_3_320,,elongation factor Tu,Ga0498908_20160,318,101,2.49290700082086e-08,42.0,0,0.0,0.0
59237,3300048829 assembled Ga0498908_49715_3_380,,elongation factor Tu,Ga0498908_49715,378,46,9.5516380135176e-09,14.5,0,0.0,0.0
59265,3300048829 assembled Ga0498908_51016_217_375,,elongation factor Tu,Ga0498908_51016,159,10,4.936449506575961e-09,5.0,0,0.0,0.0
59408,3300048829 assembled Ga0498908_48609_5_382,,elongation factor Tu,Ga0498908_48609,378,57,1.18357253645762e-08,24.0,0,0.0,0.0
62717,3300048829 assembled Ga0498908_52483_268_372,,elongation factor Tu,Ga0498908_52483,105,17,1.27078314440712e-08,16.0,0,0.0,0.0
63307,3300048829 assembled Ga0498908_68920_3_323,,elongation factor Tu,Ga0498908_68920,321,12,2.9341886786750503e-09,6.0,0,0.0,0.0
63315,3300048829 assembled Ga0498908_67916_6_332,,elongation factor Tu,Ga0498908_67916,327,38,9.1211094552697e-09,18.0,0,0.0,0.0
66040,3300048829 assembled Ga0498908_64921_84_338,,elongation factor Tu,Ga0498908_64921,255,25,7.6950536426037e-09,14.0,0,0.0,0.0
67527,3300048829 assembled Ga0498908_25868_1_357,,elongation factor Tu,Ga0498908_25868,357,17,3.73759748355037e-09,7.0,0,0.0,0.0
69027,3300048829 assembled Ga0498908_09559_3_767,,elongation factor Tu,Ga0498908_09559,765,115,1.17990822519923e-08,23.0,0,0.0,0.0
69153,3300048829 assembled Ga0498908_70189_54_329,,elongation factor Tu,Ga0498908_70189,276,39,1.10909142718397e-08,20.0,0,0.0,0.0
69693,3300048829 assembled Ga0498908_25618_3_506,,elongation factor Tu,Ga0498908_25618,504,8,1.2458658278501202e-09,2.0,0,0.0,0.0
69698,3300048829 assembled Ga0498908_70598_1_327,,elongation factor Tu,Ga0498908_70598,327,16,3.84046713906093e-09,7.0,0,0.0,0.0
70616,3300048829 assembled Ga0498908_38233_2_91,,elongation factor Tu,Ga0498908_38233,90,10,8.72106079495085e-09,4.0,0,0.0,0.0
72338,3300048829 assembled Ga0498908_51822_1_324,,elongation factor Tu,Ga0498908_51822,324,25,6.056292218715871e-09,11.0,0,0.0,0.0
74993,3300048829 assembled Ga0498908_80689_3_305,,elongation factor Tu,Ga0498908_80689,303,8,2.07233127800812e-09,3.0,0,0.0,0.0
76548,3300048829 assembled Ga0498908_62350_3_332,,elongation factor Tu,Ga0498908_62350,330,9,2.14062401330612e-09,4.0,0,0.0,0.0
77125,3300048829 assembled Ga0498908_81539_1_261,,elongation factor Tu,Ga0498908_81539,261,18,5.4130722175557e-09,9.0,0,0.0,0.0
78411,3300048829 assembled Ga0498908_38718_43_423,,elongation factor Tu,Ga0498908_38718,381,15,3.09013965175424e-09,5.0,0,0.0,0.0
79146,3300048829 assembled Ga0498908_30851_1_450,,elongation factor Tu,Ga0498908_30851,450,30,5.2326364769705104e-09,11.0,0,0.0,0.0
80414,3300048829 assembled Ga0498908_67315_44_334,,elongation factor Tu,Ga0498908_67315,291,6,1.61834117844449e-09,3.0,0,0.0,0.0
80962,3300048829 assembled Ga0498908_38793_3_413,,elongation factor Tu,Ga0498908_38793,411,16,3.0555541471360703e-09,7.0,0,0.0,0.0
81948,3300048829 assembled Ga0498908_44976_22_396,,elongation factor Tu,Ga0498908_44976,375,19,3.9768037224975906e-09,6.0,0,0.0,0.0
81990,3300048829 assembled Ga0498908_27716_3_488,,elongation factor Tu,Ga0498908_27716,486,23,3.7145258941457305e-09,6.0,0,0.0,0.0
82378,3300048829 assembled Ga0498908_01844_1_504,,elongation factor Tu,Ga0498908_01844,504,46,7.1637285101382e-09,12.0,0,0.0,0.0
83022,3300048829 assembled Ga0498908_47957_9_386,,elongation factor Tu,Ga0498908_47957,378,22,4.56817470211711e-09,7.0,0,0.0,0.0
87635,3300048829 assembled Ga0498908_00784_9_1199,,elongation factor Tu,Ga0498908_00784,1191,207,1.36417600847972e-08,21.0,10,6.59022226318704e-10,0.0
88259,3300048829 assembled Ga0498908_29826_1_474,,elongation factor Tu,Ga0498908_29826,474,22,3.6429747624478305e-09,5.0,0,0.0,0.0
3070,3300055431 assembled Ga0505481_23891_272_526,,elongation factor Tu,Ga0505481_23891,255,29,6.22048102235433e-09,15.0,0,0.0,0.0
3307,3300055431 assembled Ga0505481_20642_119_568,,elongation factor Tu,Ga0505481_20642,450,143,1.73815969716591e-08,49.0,0,0.0,0.0
3918,3300055431 assembled Ga0505481_04244_21_1079,,elongation factor Tu,Ga0505481_04244,1059,241,1.24476461602939e-08,25.0,2,1.03299968135219e-10,0.0
9857,3300055431 assembled Ga0505481_14766_12_683,,elongation factor Tu,Ga0505481_14766,672,92,7.488325368659311e-09,20.0,0,0.0,0.0
15508,3300055431 assembled Ga0505481_14450_1_693,,elongation factor Tu,Ga0505481_14450,693,147,1.16024646028239e-08,27.0,0,0.0,0.0
20458,3300055431 assembled Ga0505481_04017_44_1303,,elongation factor Tu,Ga0505481_04017,1260,909,3.9460218899196e-08,96.0,0,0.0,0.0
26490,3300055431 assembled Ga0505481_10560_530_823,,elongation factor Tu,Ga0505481_10560,294,49,9.116222187933071e-09,25.0,0,0.0,0.0
13753,3300055391 assembled Ga0505482_08866_20_1249,,elongation factor Tu,Ga0505482_08866,1230,156,4.5994900419789e-09,18.0,0,0.0,0.0
14567,3300055391 assembled Ga0505482_02266_1_1416,,elongation factor Tu,Ga0505482_02266,1416,158,4.0465417878014105e-09,15.0,0,0.0,0.0
40188,3300055391 assembled Ga0505482_33760_3_569,,elongation factor Tu,Ga0505482_33760,567,63,4.029467771819121e-09,14.0,0,0.0,0.0
44694,3300055391 assembled Ga0505482_09027_25_1284,,elongation factor Tu,Ga0505482_09027,1260,2000,5.75638253117017e-08,206.0,0,0.0,0.0
353,3300048830 assembled Ga0498909_007857_777_1046,,elongation factor Tu,Ga0498909_007857,270,84,1.55225778389367e-08,43.0,0,0.0,0.0
1251,3300048830 assembled Ga0498909_024242_50_667,,elongation factor Tu,Ga0498909_024242,618,105,8.47713595573001e-09,19.0,0,0.0,0.0
3587,3300048830 assembled Ga0498909_150348_172_315,,elongation factor Tu,Ga0498909_150348,144,11,3.81134723723893e-09,11.0,0,0.0,0.0
3941,3300048830 assembled Ga0498909_122738_3_104,,elongation factor Tu,Ga0498909_122738,102,5,2.4457843233618804e-09,4.0,0,0.0,0.0
4195,3300048830 assembled Ga0498909_130006_3_335,,elongation factor Tu,Ga0498909_130006,333,16,2.3973093187547103e-09,7.0,0,0.0,0.0
4283,3300048830 assembled Ga0498909_129289_2_253,,elongation factor Tu,Ga0498909_129289,252,7,1.3859444499050701e-09,3.0,0,0.0,0.0
5554,3300048830 assembled Ga0498909_075475_3_248,,elongation factor Tu,Ga0498909_075475,246,16,3.24513822416796e-09,8.0,2,4.05642278020995e-10,2.0
5819,3300048830 assembled Ga0498909_076221_1_105,,elongation factor Tu,Ga0498909_076221,105,2,9.50361908506331e-10,2.0,0,0.0,0.0
5861,3300048830 assembled Ga0498909_137806_179_325,,elongation factor Tu,Ga0498909_137806,147,17,5.77005444450272e-09,8.0,0,0.0,0.0
6462,3300048830 assembled Ga0498909_076529_1_414,,elongation factor Tu,Ga0498909_076529,414,9,1.08465217818657e-09,4.0,0,0.0,0.0
9010,3300048830 assembled Ga0498909_027167_228_635,,elongation factor Tu,Ga0498909_027167,408,30,3.6686764850428204e-09,7.0,0,0.0,0.0
11521,3300048830 assembled Ga0498909_056937_39_470,,elongation factor Tu,Ga0498909_056937,432,17,1.9634213040321802e-09,5.5,8,9.23962966603377e-10,0.0
13622,3300048830 assembled Ga0498909_116534_3_350,,elongation factor Tu,Ga0498909_116534,348,26,3.72771265836535e-09,12.0,0,0.0,0.0
14344,3300048830 assembled Ga0498909_047877_27_503,,elongation factor Tu,Ga0498909_047877,477,39,4.079383663871511e-09,11.0,0,0.0,0.0
15390,3300048830 assembled Ga0498909_138056_3_326,,elongation factor Tu,Ga0498909_138056,324,3,4.61981483301688e-10,1.0,0,0.0,0.0
17076,3300048830 assembled Ga0498909_145775_3_317,,elongation factor Tu,Ga0498909_145775,315,9,1.4255428627595e-09,3.0,0,0.0,0.0
17765,3300048830 assembled Ga0498909_166511_2_253,,elongation factor Tu,Ga0498909_166511,252,5,9.89960321360761e-10,3.0,0,0.0,0.0
18029,3300048830 assembled Ga0498909_042614_11_529,,elongation factor Tu,Ga0498909_042614,519,55,5.2874181325858e-09,16.0,0,0.0,0.0
18173,3300048830 assembled Ga0498909_047415_2_505,,elongation factor Tu,Ga0498909_047415,504,85,8.41466273156647e-09,26.0,2,1.97992064272152e-10,0.0
18778,3300048830 assembled Ga0498909_060992_2_97,,elongation factor Tu,Ga0498909_060992,96,8,4.1578333497152e-09,3.0,0,0.0,0.0
18832,3300048830 assembled Ga0498909_054625_35_478,,elongation factor Tu,Ga0498909_054625,444,18,2.02272973769928e-09,6.0,0,0.0,0.0
19725,3300048830 assembled Ga0498909_136826_3_326,,elongation factor Tu,Ga0498909_136826,324,10,1.5399382776723e-09,4.0,0,0.0,0.0
19770,3300048830 assembled Ga0498909_069167_4_105,,elongation factor Tu,Ga0498909_069167,102,7,3.42409805270663e-09,3.0,0,0.0,0.0
20296,3300048830 assembled Ga0498909_030897_12_602,,elongation factor Tu,Ga0498909_030897,591,52,4.38999663320183e-09,14.0,0,0.0,0.0
20524,3300048830 assembled Ga0498909_121891_3_344,,elongation factor Tu,Ga0498909_121891,342,8,1.1671111157095301e-09,4.0,0,0.0,0.0
20904,3300048830 assembled Ga0498909_028425_518_622,,elongation factor Tu,Ga0498909_028425,105,5,2.3759047712658303e-09,2.0,0,0.0,0.0
22438,3300048830 assembled Ga0498909_045673_27_497,,elongation factor Tu,Ga0498909_045673,471,22,2.33050531703782e-09,6.0,0,0.0,0.0
22449,3300048830 assembled Ga0498909_125718_11_340,,elongation factor Tu,Ga0498909_125718,330,16,2.4191030398343e-09,8.0,0,0.0,0.0
23086,3300048830 assembled Ga0498909_128583_1_336,,elongation factor Tu,Ga0498909_128583,336,12,1.78192857844937e-09,5.0,0,0.0,0.0
23388,3300048830 assembled Ga0498909_150202_1_315,,elongation factor Tu,Ga0498909_150202,315,6,9.50361908506331e-10,2.0,0,0.0,0.0
23879,3300048830 assembled Ga0498909_000567_959_2149,,elongation factor Tu,Ga0498909_000567,1191,445,1.86421747166072e-08,50.0,2,8.37850549060997e-11,0.0
24142,3300048830 assembled Ga0498909_067657_11_436,,elongation factor Tu,Ga0498909_067657,426,29,3.3965399194856504e-09,11.0,0,0.0,0.0
25269,3300048830 assembled Ga0498909_120432_3_269,,elongation factor Tu,Ga0498909_120432,267,11,2.05555806053336e-09,6.0,0,0.0,0.0
25903,3300048830 assembled Ga0498909_110071_58_360,,elongation factor Tu,Ga0498909_110071,303,24,3.9520000155708805e-09,11.0,0,0.0,0.0
26007,3300048830 assembled Ga0498909_123074_2_334,,elongation factor Tu,Ga0498909_123074,333,10,1.4983183242216902e-09,4.0,0,0.0,0.0
27306,3300048830 assembled Ga0498909_121710_1_345,,elongation factor Tu,Ga0498909_121710,345,26,3.76012755104679e-09,11.0,0,0.0,0.0
28930,3300048830 assembled Ga0498909_119502_8_346,,elongation factor Tu,Ga0498909_119502,339,18,2.6492389484911e-09,8.0,0,0.0,0.0
29837,3300048830 assembled Ga0498909_137974_2_316,,elongation factor Tu,Ga0498909_137974,315,17,2.6926920741012703e-09,8.0,0,0.0,0.0
31167,3300048830 assembled Ga0498909_162993_1_300,,elongation factor Tu,Ga0498909_162993,300,4,6.65253335954432e-10,2.0,0,0.0,0.0
31366,3300048830 assembled Ga0498909_097376_2_376,,elongation factor Tu,Ga0498909_097376,375,4,5.32202668763545e-10,1.0,0,0.0,0.0
32685,3300048830 assembled Ga0498909_062810_85_450,,elongation factor Tu,Ga0498909_062810,366,34,4.6349617668956306e-09,14.0,0,0.0,0.0
33433,3300048830 assembled Ga0498909_063797_3_344,,elongation factor Tu,Ga0498909_063797,342,39,5.68966668908395e-09,17.0,0,0.0,0.0
35704,3300048830 assembled Ga0498909_101996_1_369,,elongation factor Tu,Ga0498909_101996,369,14,1.89299729743131e-09,6.0,0,0.0,0.0
37853,3300048830 assembled Ga0498909_134489_1_330,,elongation factor Tu,Ga0498909_134489,330,10,1.5119393998964402e-09,4.0,0,0.0,0.0
38488,3300048830 assembled Ga0498909_063764_2_271,,elongation factor Tu,Ga0498909_063764,270,27,4.98940001965824e-09,8.0,0,0.0,0.0
40777,3300048830 assembled Ga0498909_067282_3_437,,elongation factor Tu,Ga0498909_067282,435,16,1.8351816164260202e-09,3.0,0,0.0,0.0
41030,3300048830 assembled Ga0498909_127290_2_319,,elongation factor Tu,Ga0498909_127290,318,20,3.1379874337473203e-09,9.0,0,0.0,0.0
41057,3300048830 assembled Ga0498909_064306_228_446,,elongation factor Tu,Ga0498909_064306,219,13,2.96174430390672e-09,7.0,0,0.0,0.0
41901,3300048830 assembled Ga0498909_104184_275_367,,elongation factor Tu,Ga0498909_104184,93,10,5.36494625769703e-09,7.0,0,0.0,0.0
46649,3300048830 assembled Ga0498909_051997_3_470,,elongation factor Tu,Ga0498909_051997,468,27,2.87850001134129e-09,9.0,0,0.0,0.0
48997,3300048830 assembled Ga0498909_027744_2_544,,elongation factor Tu,Ga0498909_027744,543,71,6.52389321170782e-09,14.0,0,0.0,0.0
49912,3300048830 assembled Ga0498909_019912_223_723,,elongation factor Tu,Ga0498909_019912,501,86,8.56463875629957e-09,24.0,2,1.99177645495339e-10,1.0
51399,3300048830 assembled Ga0498909_102566_3_368,,elongation factor Tu,Ga0498909_102566,366,4,5.452896196347801e-10,1.0,0,0.0,0.0
51602,3300048830 assembled Ga0498909_139274_2_313,,elongation factor Tu,Ga0498909_139274,312,24,3.83800001512172e-09,10.0,0,0.0,0.0
54114,3300048830 assembled Ga0498909_002818_2_391,,elongation factor Tu,Ga0498909_002818,390,29,3.71006668128433e-09,11.0,2,2.55866667674781e-10,0.0
54960,3300048830 assembled Ga0498909_065207_333_443,,elongation factor Tu,Ga0498909_065207,111,16,7.191927956264121e-09,10.0,0,0.0,0.0
55909,3300048830 assembled Ga0498909_071328_142_429,,elongation factor Tu,Ga0498909_071328,288,19,3.2916180685245304e-09,9.0,0,0.0,0.0
57163,3300048830 assembled Ga0498909_082608_3_368,,elongation factor Tu,Ga0498909_082608,366,16,2.1811584785391202e-09,6.0,0,0.0,0.0
57221,3300048830 assembled Ga0498909_124760_2_283,,elongation factor Tu,Ga0498909_124760,282,32,5.66173051876112e-09,18.0,0,0.0,0.0
57694,3300048830 assembled Ga0498909_016962_17_769,,elongation factor Tu,Ga0498909_016962,753,52,3.44553520613849e-09,5.0,0,0.0,0.0
58091,3300048830 assembled Ga0498909_021836_1_678,,elongation factor Tu,Ga0498909_021836,678,182,1.33933746840383e-08,32.0,0,0.0,0.0
59913,3300048830 assembled Ga0498909_032050_7_594,,elongation factor Tu,Ga0498909_032050,588,51,4.3275408333770404e-09,13.0,0,0.0,0.0
60345,3300048830 assembled Ga0498909_133711_1_318,,elongation factor Tu,Ga0498909_133711,318,14,2.1965912036231203e-09,5.0,0,0.0,0.0
64399,3300048830 assembled Ga0498909_128659_2_337,,elongation factor Tu,Ga0498909_128659,336,4,5.93976192816457e-10,2.0,0,0.0,0.0
65237,3300048830 assembled Ga0498909_141852_43_321,,elongation factor Tu,Ga0498909_141852,279,8,1.4306523353858702e-09,4.0,0,0.0,0.0
65719,3300048830 assembled Ga0498909_063027_340_450,,elongation factor Tu,Ga0498909_063027,111,23,1.03383964371297e-08,18.0,0,0.0,0.0
67595,3300048830 assembled Ga0498909_042128_3_530,,elongation factor Tu,Ga0498909_042128,528,28,2.64589394981876e-09,4.0,0,0.0,0.0
67787,3300048830 assembled Ga0498909_041187_1_534,,elongation factor Tu,Ga0498909_041187,534,52,4.85859177944248e-09,9.0,0,0.0,0.0
67874,3300048830 assembled Ga0498909_123788_1_342,,elongation factor Tu,Ga0498909_123788,342,17,2.4801111208827502e-09,7.0,2,2.91777778927382e-10,1.0
68067,3300048830 assembled Ga0498909_017760_3_110,,elongation factor Tu,Ga0498909_017760,108,49,2.26370926817827e-08,37.0,0,0.0,0.0
68760,3300048830 assembled Ga0498909_123958_9_341,,elongation factor Tu,Ga0498909_123958,333,17,2.5471411511768802e-09,8.0,0,0.0,0.0
69274,3300048830 assembled Ga0498909_016386_23_781,,elongation factor Tu,Ga0498909_016386,759,16,1.05178393036274e-09,3.0,0,0.0,0.0
70852,3300048830 assembled Ga0498909_158376_170_307,,elongation factor Tu,Ga0498909_158376,138,3,1.08465217818657e-09,2.0,0,0.0,0.0
71361,3300048830 assembled Ga0498909_036205_2_400,,elongation factor Tu,Ga0498909_036205,399,41,5.12695240115257e-09,16.0,0,0.0,0.0
