,GENE ID,LOCUS TAG,PRODUCT NAME,SCAFFOLD ID,GENE SEQ LENGTH,READS COUNT,COVERAGE, MEDIAN,READS COUNT ANTISENSE,COVERAGE ANTISENSE,MEDIAN ANTISENSE
53238,3300043289 assembled Ga0435281_106528_3_401,,excinuclease ABC subunit C,Ga0435281_106528,399,5,2.20211175082575e-09,2.0,2,8.808447003303e-10,0.0
54234,3300043289 assembled Ga0435281_044588_1_657,,excinuclease ABC subunit C,Ga0435281_044588,657,2,5.34942215269086e-10,0.0,15,4.01206661451815e-09,3.0
57302,3300043289 assembled Ga0435281_151348_1_156,,excinuclease ABC subunit C,Ga0435281_151348,156,2,2.25292971430634e-09,1.0,1,1.12646485715317e-09,0.0
66175,3300043289 assembled Ga0435281_119297_3_377,,excinuclease ABC subunit C,Ga0435281_119297,375,2,9.37218761151439e-10,1.0,8,3.74887504460576e-09,3.0
68807,3300043289 assembled Ga0435281_064601_3_482,,excinuclease ABC subunit C,Ga0435281_064601,480,13,4.75931402147215e-09,3.0,2,7.32202157149562e-10,0.0
70818,3300043289 assembled Ga0435281_055452_1_216,,excinuclease ABC subunit C,Ga0435281_055452,216,5,4.06778976194201e-09,2.0,0,0.0,0.0
72274,3300043289 assembled Ga0435281_005770_82_1800,,excinuclease ABC subunit C,Ga0435281_005770,1719,34,3.4757240269577803e-09,3.0,40,4.08908709053856e-09,3.0
77151,3300043289 assembled Ga0435281_049342_1_621,,excinuclease ABC subunit C,Ga0435281_049342,621,12,3.3957201490994203e-09,3.0,6,1.6978600745497102e-09,2.0
79586,3300043289 assembled Ga0435281_136105_3_350,,excinuclease ABC subunit C,Ga0435281_136105,348,4,2.0198680197229303e-09,2.0,2,1.00993400986146e-09,1.0
80371,3300043289 assembled Ga0435281_037904_2_718,,excinuclease ABC subunit C,Ga0435281_037904,717,8,1.96070870533774e-09,2.0,4,9.80354352668869e-10,0.0
80939,3300043289 assembled Ga0435281_086351_203_451,,excinuclease ABC subunit C,Ga0435281_086351,249,3,2.11721105681801e-09,1.0,2,1.4114740378786702e-09,2.0
82390,3300043289 assembled Ga0435281_012874_3_914,,excinuclease ABC subunit C,Ga0435281_012874,912,83,1.5992836590372e-08,11.0,0,0.0,0.0
83606,3300043289 assembled Ga0435281_100546_2_415,,excinuclease ABC subunit C,Ga0435281_100546,414,6,2.54679011182456e-09,1.0,1,4.24465018637427e-10,0.0
84817,3300043289 assembled Ga0435281_062048_3_329,,excinuclease ABC subunit C,Ga0435281_062048,327,10,5.3739607864188e-09,4.0,2,1.07479215728376e-09,1.0
86761,3300043289 assembled Ga0435281_023243_3_893,,excinuclease ABC subunit C,Ga0435281_023243,891,27,5.32510659745136e-09,4.0,25,4.9306542568994e-09,4.0
90611,3300043289 assembled Ga0435281_121579_3_356,,excinuclease ABC subunit C,Ga0435281_121579,354,2,9.92816484270592e-10,1.0,6,2.97844945281178e-09,2.0
93829,3300043289 assembled Ga0435281_067129_2_523,,excinuclease ABC subunit C,Ga0435281_067129,522,8,2.69315735963057e-09,1.0,9,3.0298020295843903e-09,3.0
95191,3300043289 assembled Ga0435281_025526_118_891,,excinuclease ABC subunit C,Ga0435281_025526,774,8,1.81631542858806e-09,1.0,11,2.4974337143085802e-09,3.0
98216,3300043289 assembled Ga0435281_098666_19_408,,excinuclease ABC subunit C,Ga0435281_098666,390,3,1.35175782858381e-09,1.0,3,1.35175782858381e-09,1.0
99455,3300043289 assembled Ga0435281_040760_20_631,,excinuclease ABC subunit C,Ga0435281_040760,612,20,5.742762016859311e-09,5.0,13,3.73279531095855e-09,3.0
103696,3300043289 assembled Ga0435281_084040_1_459,,excinuclease ABC subunit C,Ga0435281_084040,459,4,1.5314032044958202e-09,1.0,7,2.67995560786768e-09,2.0
108249,3300043289 assembled Ga0435281_008048_1255_1584,,excinuclease ABC subunit C,Ga0435281_008048,330,21,1.11827238546478e-08,7.0,0,0.0,0.0
108585,3300043289 assembled Ga0435281_122615_3_371,,excinuclease ABC subunit C,Ga0435281_122615,369,5,2.38114522650264e-09,1.0,2,9.524580906010561e-10,1.0
108677,3300043289 assembled Ga0435281_167701_3_242,,excinuclease ABC subunit C,Ga0435281_167701,240,2,1.46440431429912e-09,1.0,4,2.92880862859825e-09,1.0
109907,3300043289 assembled Ga0435281_157356_71_322,,excinuclease ABC subunit C,Ga0435281_157356,252,3,2.0920061632844604e-09,1.0,3,2.0920061632844604e-09,2.0
115135,3300043289 assembled Ga0435281_067753_1_450,,excinuclease ABC subunit C,Ga0435281_067753,450,9,3.5145703543179e-09,3.0,4,1.5620312685857301e-09,1.0
117165,3300043289 assembled Ga0435281_133377_16_354,,excinuclease ABC subunit C,Ga0435281_133377,339,2,1.0367464172029201e-09,1.0,2,1.0367464172029201e-09,1.0
118751,3300043289 assembled Ga0435281_010414_1_1404,,excinuclease ABC subunit C,Ga0435281_010414,1404,46,5.757487047671771e-09,3.5,39,4.88134771433041e-09,4.0
120676,3300043289 assembled Ga0435281_154690_1_276,,excinuclease ABC subunit C,Ga0435281_154690,276,4,2.54679011182456e-09,1.0,1,6.36697527956141e-10,0.0
121339,3300043289 assembled Ga0435281_073023_1_498,,excinuclease ABC subunit C,Ga0435281_073023,498,14,4.94015913257536e-09,4.0,7,2.47007956628768e-09,2.0
122712,3300043289 assembled Ga0435281_039180_3_584,,excinuclease ABC subunit C,Ga0435281_039180,582,6,1.8116342032566502e-09,1.0,16,4.83102454201773e-09,3.0
140596,3300043289 assembled Ga0435281_114044_1_381,,excinuclease ABC subunit C,Ga0435281_114044,381,8,3.6898376423285e-09,2.0,2,9.22459410582125e-10,1.0
143017,3300043289 assembled Ga0435281_070270_2_508,,excinuclease ABC subunit C,Ga0435281_070270,507,3,1.0398137142952401e-09,1.0,13,4.50585942861269e-09,2.0
144105,3300043289 assembled Ga0435281_093984_2_421,,excinuclease ABC subunit C,Ga0435281_093984,420,12,5.02081479188271e-09,4.0,0,0.0,0.0
150472,3300043289 assembled Ga0435281_107144_3_302,,excinuclease ABC subunit C,Ga0435281_107144,300,4,2.3430469028786e-09,1.0,2,1.1715234514393e-09,1.0
151514,3300043289 assembled Ga0435281_129113_31_360,,excinuclease ABC subunit C,Ga0435281_129113,330,9,4.792595937706221e-09,4.0,1,5.32510659745136e-10,0.0
155083,3300043289 assembled Ga0435281_147034_3_182,,excinuclease ABC subunit C,Ga0435281_147034,180,2,1.9525390857321602e-09,1.0,4,3.90507817146433e-09,0.0
160463,3300043289 assembled Ga0435281_089434_1_444,,excinuclease ABC subunit C,Ga0435281_089434,444,8,3.1662795984845905e-09,2.0,4,1.5831397992423e-09,1.0
164527,3300043289 assembled Ga0435281_127682_14_361,,excinuclease ABC subunit C,Ga0435281_127682,348,4,2.0198680197229303e-09,2.0,0,0.0,0.0
171261,3300043289 assembled Ga0435281_069608_3_278,,excinuclease ABC subunit C,Ga0435281_069608,276,5,3.1834876397807e-09,0.0,6,3.82018516773684e-09,2.0
171708,3300043289 assembled Ga0435281_000832_3817_4389,,excinuclease ABC subunit C,Ga0435281_000832,573,14,4.29354144506549e-09,3.0,15,4.60022297685588e-09,3.0
177048,3300043289 assembled Ga0435281_008540_1072_1557,,excinuclease ABC subunit C,Ga0435281_008540,486,8,2.8926504973809804e-09,2.0,6,2.1694878730357404e-09,2.0
178885,3300043289 assembled Ga0435281_088103_1_390,,excinuclease ABC subunit C,Ga0435281_088103,390,7,3.1541016000288804e-09,3.0,7,3.1541016000288804e-09,2.0
179008,3300043289 assembled Ga0435281_030808_2_805,,excinuclease ABC subunit C,Ga0435281_030808,804,13,2.8413815053565102e-09,2.0,17,3.71565273777389e-09,3.0
179579,3300043289 assembled Ga0435281_014614_2_406,,excinuclease ABC subunit C,Ga0435281_014614,405,4,1.7355902984285902e-09,1.0,11,4.77287332067862e-09,4.0
180063,3300043289 assembled Ga0435281_017287_3_521,,excinuclease ABC subunit C,Ga0435281_017287,519,2,6.77181185803063e-10,0.0,7,2.37013415031072e-09,2.0
183361,3300043289 assembled Ga0435281_133022_1_354,,excinuclease ABC subunit C,Ga0435281_133022,354,11,5.460490663488261e-09,5.0,1,4.96408242135296e-10,0.0
185490,3300043289 assembled Ga0435281_103684_2_286,,excinuclease ABC subunit C,Ga0435281_103684,285,6,3.6995477413872604e-09,2.0,6,3.6995477413872604e-09,2.0
186828,3300043289 assembled Ga0435281_070743_33_506,,excinuclease ABC subunit C,Ga0435281_070743,474,2,7.41470538885632e-10,0.0,7,2.5951468860997103e-09,2.0
189672,3300043289 assembled Ga0435281_085170_3_386,,excinuclease ABC subunit C,Ga0435281_085170,384,9,4.1186371339662806e-09,3.0,6,2.7457580893108603e-09,3.0
189733,3300043289 assembled Ga0435281_079984_2_433,,excinuclease ABC subunit C,Ga0435281_079984,432,5,2.033894880971e-09,2.0,3,1.2203369285826e-09,1.0
192342,3300043289 assembled Ga0435281_096542_2_247,,excinuclease ABC subunit C,Ga0435281_096542,246,23,1.64299020628682e-08,8.0,2,1.42868713590158e-09,1.0
200401,3300043289 assembled Ga0435281_037010_2_541,,excinuclease ABC subunit C,Ga0435281_037010,540,14,4.5559245333750506e-09,3.0,11,3.5796549905089703e-09,3.0
201769,3300043289 assembled Ga0435281_073139_1_498,,excinuclease ABC subunit C,Ga0435281_073139,498,9,3.17581658522701e-09,3.0,3,1.058605528409e-09,1.0
206617,3300043289 assembled Ga0435281_163389_3_314,,excinuclease ABC subunit C,Ga0435281_163389,312,6,3.3793945714595202e-09,3.0,0,0.0,0.0
208072,3300043289 assembled Ga0435281_161196_3_308,,excinuclease ABC subunit C,Ga0435281_161196,306,7,4.019933411801511e-09,3.0,0,0.0,0.0
208137,3300043289 assembled Ga0435281_077040_1_483,,excinuclease ABC subunit C,Ga0435281_077040,483,10,3.6382715883208e-09,4.0,5,1.8191357941604e-09,2.0
208780,3300043289 assembled Ga0435281_004366_2028_2132,,excinuclease ABC subunit C,Ga0435281_004366,105,1,1.67360493062757e-09,0.0,3,5.02081479188271e-09,2.0
212106,3300043289 assembled Ga0435281_069866_1_252,,excinuclease ABC subunit C,Ga0435281_069866,252,5,3.4866769388074403e-09,3.0,1,6.97335387761487e-10,1.0
217590,3300043289 assembled Ga0435281_095675_4_426,,excinuclease ABC subunit C,Ga0435281_095675,423,7,2.90803693619684e-09,2.0,8,3.3234707842249603e-09,2.0
221850,3300043289 assembled Ga0435281_065223_36_518,,excinuclease ABC subunit C,Ga0435281_065223,483,8,2.9106172706566404e-09,2.0,3,1.0914814764962402e-09,1.0
229510,3300043292 assembled Ga0401991_117472_2_385,,excinuclease ABC subunit C,Ga0401991_117472,384,18,4.13469540093707e-10,7.0,0,0.0,0.0
234087,3300043292 assembled Ga0401991_159466_7_324,,excinuclease ABC subunit C,Ga0401991_159466,318,10,2.77379984968525e-10,0.0,8,2.2190398797482e-10,3.0
240531,3300043292 assembled Ga0401991_144543_1_288,,excinuclease ABC subunit C,Ga0401991_144543,288,8,2.45018986722197e-10,4.0,14,4.28783226763844e-10,7.0
268382,3300043292 assembled Ga0401991_085695_2_454,,excinuclease ABC subunit C,Ga0401991_085695,453,66,1.2851326985694e-09,26.0,0,0.0,0.0
290972,3300043292 assembled Ga0401991_090642_3_443,,excinuclease ABC subunit C,Ga0401991_090642,441,30,6.00046498095176e-10,4.0,2,4.0003099873011695e-11,0.0
306727,3300043292 assembled Ga0401991_068814_170_499,,excinuclease ABC subunit C,Ga0401991_068814,330,42,1.1226324482544302e-09,17.0,0,0.0,0.0
312358,3300043292 assembled Ga0401991_040082_1_675,,excinuclease ABC subunit C,Ga0401991_040082,675,50,6.533839645925241e-10,13.0,0,0.0,0.0
314440,3300043292 assembled Ga0401991_030839_125_769,,excinuclease ABC subunit C,Ga0401991_030839,645,67,9.162570480216101e-10,12.0,0,0.0,0.0
325914,3300043292 assembled Ga0401991_117425_2_385,,excinuclease ABC subunit C,Ga0401991_117425,384,41,9.41791730213443e-10,16.0,0,0.0,0.0
332048,3300043292 assembled Ga0401991_000012_21752_23560,,excinuclease ABC subunit C,Ga0401991_000012,1809,767,3.7398917973318406e-09,56.0,101,4.92475973312276e-10,4.0
337766,3300043292 assembled Ga0401991_136634_118_354,,excinuclease ABC subunit C,Ga0401991_136634,237,12,4.46616887189827e-10,3.0,0,0.0,0.0
339914,3300043292 assembled Ga0401991_021167_597_935,,excinuclease ABC subunit C,Ga0401991_021167,339,217,5.646278242695581e-09,76.0,0,0.0,0.0
340542,3300043292 assembled Ga0401991_119284_3_383,,excinuclease ABC subunit C,Ga0401991_119284,381,28,6.48239208965812e-10,10.0,0,0.0,0.0
354169,3300043292 assembled Ga0401991_076786_2_481,,excinuclease ABC subunit C,Ga0401991_076786,480,36,6.61551264149931e-10,12.0,0,0.0,0.0
370897,3300043292 assembled Ga0401991_136363_2_355,,excinuclease ABC subunit C,Ga0401991_136363,354,5,1.24585925451964e-10,2.0,10,2.49171850903929e-10,5.0
392436,3300043292 assembled Ga0401991_034264_45_731,,excinuclease ABC subunit C,Ga0401991_034264,687,80,1.02715383080048e-09,16.0,0,0.0,0.0
394911,3300043292 assembled Ga0401991_137686_3_350,,excinuclease ABC subunit C,Ga0401991_137686,348,10,2.53467917298824e-10,3.0,0,0.0,0.0
401452,3300043292 assembled Ga0401991_123249_2_376,,excinuclease ABC subunit C,Ga0401991_123249,375,22,5.17480099957279e-10,7.0,0,0.0,0.0
407023,3300043292 assembled Ga0401991_055431_297_470,,excinuclease ABC subunit C,Ga0401991_055431,174,40,2.02774333839059e-09,26.0,0,0.0,0.0
409272,3300043292 assembled Ga0401991_057295_3_440,,excinuclease ABC subunit C,Ga0401991_057295,438,46,9.26373155278442e-10,16.0,0,0.0,0.0
421405,3300043292 assembled Ga0401991_003248_3_587,,excinuclease ABC subunit C,Ga0401991_003248,585,10,1.50780914905967e-10,5.0,20,3.01561829811934e-10,5.0
425791,3300043292 assembled Ga0401991_054284_3_578,,excinuclease ABC subunit C,Ga0401991_054284,576,40,6.12547466805492e-10,12.0,0,0.0,0.0
430787,3300043292 assembled Ga0401991_055431_2_325,,excinuclease ABC subunit C,Ga0401991_055431,324,35,9.52851615030765e-10,14.0,0,0.0,0.0
436532,3300043292 assembled Ga0401991_034135_396_734,,excinuclease ABC subunit C,Ga0401991_034135,339,34,8.84670323740321e-10,9.0,0,0.0,0.0
447975,3300043292 assembled Ga0401991_142303_2_346,,excinuclease ABC subunit C,Ga0401991_142303,345,46,1.17609113626654e-09,21.0,0,0.0,0.0
454809,3300066319 assembled Ga0610651_129661_33_323,,excinuclease ABC subunit C,Ga0610651_129661,291,9,1.2800108670533301e-09,5.0,2,2.84446859345184e-10,1.0
472494,3300066319 assembled Ga0610651_145425_3_308,,excinuclease ABC subunit C,Ga0610651_145425,306,1,1.35251692923935e-10,1.0,6,8.11510157543612e-10,2.0
527741,3300066319 assembled Ga0610651_091497_2_373,,excinuclease ABC subunit C,Ga0610651_091497,372,10,1.11255424824527e-09,4.0,3,3.3376627447358203e-10,1.0
552314,3300066319 assembled Ga0610651_005581_3_794,,excinuclease ABC subunit C,Ga0610651_005581,792,44,2.2992787797069e-09,8.0,2,1.0451267180485901e-10,0.0
561577,3300066319 assembled Ga0610651_044662_3_494,,excinuclease ABC subunit C,Ga0610651_044662,492,10,8.41199553551305e-10,3.0,0,0.0,0.0
580027,3300066319 assembled Ga0610651_140140_3_266,,excinuclease ABC subunit C,Ga0610651_140140,264,2,3.13538015414577e-10,0.0,14,2.19476610790204e-09,6.0
587039,3300066319 assembled Ga0610651_009296_2_307,,excinuclease ABC subunit C,Ga0610651_009296,306,17,2.2992787797069e-09,4.0,4,5.41006771695741e-10,2.0
589717,3300066319 assembled Ga0610651_092491_1_372,,excinuclease ABC subunit C,Ga0610651_092491,372,16,1.7800867971924402e-09,5.0,2,2.22510849649055e-10,1.0
590047,3300066319 assembled Ga0610651_069421_2_415,,excinuclease ABC subunit C,Ga0610651_069421,414,16,1.5994982815352302e-09,4.0,2,1.99937285191904e-10,1.0
596736,3300066319 assembled Ga0610651_033745_1_282,,excinuclease ABC subunit C,Ga0610651_033745,282,9,1.3208622777039602e-09,2.0,4,5.87049901201762e-10,2.0
606862,3300043246 assembled Ga0435283_086568_53_364,,excinuclease ABC subunit C,Ga0435283_086568,312,4,1.82503598970972e-09,1.0,1,4.5625899742742903e-10,0.0
607101,3300043246 assembled Ga0435283_047512_4_501,,excinuclease ABC subunit C,Ga0435283_047512,498,12,3.43018812523754e-09,2.0,4,1.14339604174585e-09,1.0
609299,3300043246 assembled Ga0435283_058088_2_217,,excinuclease ABC subunit C,Ga0435283_058088,216,3,1.97712232218553e-09,2.0,4,2.63616309624737e-09,3.0
611791,3300043246 assembled Ga0435283_010691_832_1128,,excinuclease ABC subunit C,Ga0435283_010691,297,5,2.39651190567943e-09,0.0,4,1.9172095245435403e-09,1.0
611893,3300043246 assembled Ga0435283_002409_157_1878,,excinuclease ABC subunit C,Ga0435283_002409,1722,92,7.60537645886001e-09,7.0,29,2.3973469272493502e-09,2.0
617948,3300043246 assembled Ga0435283_007078_2_250,,excinuclease ABC subunit C,Ga0435283_007078,249,2,1.14339604174585e-09,1.0,5,2.8584901043646203e-09,2.0
618179,3300043246 assembled Ga0435283_060745_2_439,,excinuclease ABC subunit C,Ga0435283_060745,438,2,6.50012818252776e-10,1.0,4,1.3000256365055502e-09,1.0
623855,3300043246 assembled Ga0435283_120743_5_301,,excinuclease ABC subunit C,Ga0435283_120743,297,6,2.87581428681531e-09,3.0,2,9.58604762271771e-10,0.0
626622,3300043246 assembled Ga0435283_027554_1_648,,excinuclease ABC subunit C,Ga0435283_027554,648,13,2.8558433542679804e-09,3.0,12,2.63616309624737e-09,3.0
629723,3300043246 assembled Ga0435283_115376_2_310,,excinuclease ABC subunit C,Ga0435283_115376,309,2,9.21377392863158e-10,1.0,7,3.2248208750210504e-09,3.0
629946,3300043246 assembled Ga0435283_023695_2_706,,excinuclease ABC subunit C,Ga0435283_023695,705,11,2.2211076300297e-09,1.0,7,1.4134321282007202e-09,1.0
630311,3300043246 assembled Ga0435283_017688_675_857,,excinuclease ABC subunit C,Ga0435283_017688,183,5,3.88942096167645e-09,2.0,3,2.33365257700587e-09,1.0
632459,3300043246 assembled Ga0435283_048512_3_443,,excinuclease ABC subunit C,Ga0435283_048512,441,3,9.68386443519442e-10,1.0,12,3.8735457740777706e-09,5.0
633288,3300043246 assembled Ga0435283_011979_3_941,,excinuclease ABC subunit C,Ga0435283_011979,939,19,2.8804082393501603e-09,2.0,15,2.2740065047501304e-09,2.0
635520,3300043246 assembled Ga0435283_015517_2_916,,excinuclease ABC subunit C,Ga0435283_015517,915,15,2.33365257700587e-09,1.0,12,1.8669220616046903e-09,2.0
637080,3300043246 assembled Ga0435283_054168_123_467,,excinuclease ABC subunit C,Ga0435283_054168,345,8,3.30093465964888e-09,2.0,2,8.2523366491222e-10,1.0
638889,3300043246 assembled Ga0435283_081088_2_364,,excinuclease ABC subunit C,Ga0435283_081088,363,4,1.5686259746265302e-09,1.0,5,1.96078246828317e-09,2.0
639479,3300043246 assembled Ga0435283_072405_7_399,,excinuclease ABC subunit C,Ga0435283_072405,393,6,2.17332530072302e-09,2.0,8,2.8977670676307e-09,3.0
639721,3300043246 assembled Ga0435283_069393_1_306,,excinuclease ABC subunit C,Ga0435283_069393,306,6,2.7912315136736803e-09,2.0,2,9.30410504557895e-10,0.0
640057,3300043246 assembled Ga0435283_012665_14_625,,excinuclease ABC subunit C,Ga0435283_012665,612,8,1.8608210091157902e-09,2.0,13,3.0238341398131603e-09,3.0
640999,3300043246 assembled Ga0435283_020493_224_790,,excinuclease ABC subunit C,Ga0435283_020493,567,9,2.2595683682120304e-09,2.0,6,1.5063789121413502e-09,2.0
642398,3300043246 assembled Ga0435283_060444_2_397,,excinuclease ABC subunit C,Ga0435283_060444,396,8,2.87581428681531e-09,3.0,10,3.5947678585191403e-09,3.5
643840,3300043246 assembled Ga0435283_042740_3_359,,excinuclease ABC subunit C,Ga0435283_042740,357,3,1.19624207728872e-09,1.0,8,3.1899788727699304e-09,2.0
644645,3300043246 assembled Ga0435283_045307_1_516,,excinuclease ABC subunit C,Ga0435283_045307,516,8,2.2070202666257e-09,3.0,12,3.31053039993856e-09,4.0
649510,3300043246 assembled Ga0435283_000043_11845_13839,,excinuclease ABC subunit C,Ga0435283_000043,1995,118,8.41986528786378e-09,8.0,125,8.91934882188959e-09,8.0
649665,3300043246 assembled Ga0435283_046072_57_470,,excinuclease ABC subunit C,Ga0435283_046072,414,13,4.470015684941191e-09,5.0,13,4.470015684941191e-09,5.0
650965,3300043246 assembled Ga0435283_040126_1_522,,excinuclease ABC subunit C,Ga0435283_040126,522,6,1.6362391631880202e-09,2.0,4,1.0908261087920101e-09,1.0
654766,3300043246 assembled Ga0435283_041420_3_542,,excinuclease ABC subunit C,Ga0435283_041420,540,6,1.5816978577484202e-09,2.0,5,1.31808154812368e-09,1.0
656983,3300043246 assembled Ga0435283_026975_1_681,,excinuclease ABC subunit C,Ga0435283_026975,681,13,2.7174544692594e-09,3.0,5,1.045174795869e-09,1.0
662434,3300043246 assembled Ga0435283_083499_13_369,,excinuclease ABC subunit C,Ga0435283_083499,357,5,1.9937367954812e-09,2.0,0,0.0,0.0
662526,3300043246 assembled Ga0435283_002836_3_1238,,excinuclease ABC subunit C,Ga0435283_002836,1236,24,2.7641321785894704e-09,2.0,29,3.33999304912895e-09,2.0
669109,3300043246 assembled Ga0435283_000653_2835_4391,,excinuclease ABC subunit C,Ga0435283_000653,1557,80,7.314209746813511e-09,7.0,70,6.3999335284618205e-09,6.0
674385,3300043246 assembled Ga0435283_118050_26_304,,excinuclease ABC subunit C,Ga0435283_118050,279,4,2.04090046161087e-09,2.0,1,5.10225115402717e-10,1.0
678697,3300043246 assembled Ga0435283_012476_644_1036,,excinuclease ABC subunit C,Ga0435283_012476,393,6,2.17332530072302e-09,2.0,3,1.08666265036151e-09,0.0
684770,3300043246 assembled Ga0435283_051057_2_484,,excinuclease ABC subunit C,Ga0435283_051057,483,5,1.47363154448611e-09,1.0,3,8.84178926691664e-10,1.0
685533,3300043246 assembled Ga0435283_011151_42_647,,excinuclease ABC subunit C,Ga0435283_011151,606,9,2.1141506019409603e-09,2.0,7,1.64433935706519e-09,0.0
688407,3300043246 assembled Ga0435283_022185_3_755,,excinuclease ABC subunit C,Ga0435283_022185,753,9,1.7014279744704102e-09,2.0,9,1.7014279744704102e-09,2.0
698063,3300043246 assembled Ga0435283_032066_2_604,,excinuclease ABC subunit C,Ga0435283_032066,603,14,3.3050402997728203e-09,3.0,2,4.7214861425326e-10,0.0
699058,3300043246 assembled Ga0435283_000333_1_1407,,excinuclease ABC subunit C,Ga0435283_000333,1407,98,9.915120899318461e-09,5.0,42,4.24933752827934e-09,4.0
703778,3300043246 assembled Ga0435283_111128_3_317,,excinuclease ABC subunit C,Ga0435283_111128,315,8,3.6153093891392503e-09,4.0,1,4.5191367364240603e-10,0.0
709910,3300043246 assembled Ga0435283_049242_3_416,,excinuclease ABC subunit C,Ga0435283_049242,414,4,1.37538944152037e-09,1.0,5,1.7192368019004602e-09,2.0
710974,3300043246 assembled Ga0435283_018541_144_836,,excinuclease ABC subunit C,Ga0435283_018541,693,15,3.0812295930164102e-09,2.0,4,8.21661224804375e-10,1.0
712776,3300043246 assembled Ga0435283_082517_16_213,,excinuclease ABC subunit C,Ga0435283_082517,198,1,7.18953571703828e-10,1.0,3,2.1568607151114803e-09,1.0
717856,3300043246 assembled Ga0435283_079821_1_378,,excinuclease ABC subunit C,Ga0435283_079821,378,5,1.88297364017669e-09,2.0,2,7.531894560706771e-10,0.0
721872,3300043246 assembled Ga0435283_036227_2_580,,excinuclease ABC subunit C,Ga0435283_036227,579,8,1.9668781650757604e-09,3.0,8,1.9668781650757604e-09,2.0
